bord,wit,welo,wres,zres,zwart,zelo
1,Maerevoet Sim,2243,0,1,Sochacki Wojtek,2284
2,Ismail Tamer,2100,0.5,0.5,Lenaerts Lennert,2325
3,Dgebuadze Alexandre,2460,1,0,Arcelin Gael,1854
4,Defromont Benjamin,2134,0.5,0.5,Akhayan Ruben,2166
5,Moreels Yves,2023,0,1,Geirnaert Steven,2394
6,Lot Diederik,1965,0,1,Alienkin Aleksander,2302
7,Cools Gorik,2218,0,1,Victor Julian,2007
8,Macai Ioan,1891,0,1,Penson Thierry,2180
9,Vanduyfhuys Daria,1784,0,1,Ramacker Quinten,2046
10,Roos Adrian,2235,1,0,Van Vliet Dennis,2003
11,Dreelinck Adriaan,1754,1,0,Van Herck Marcel,2122
12,De Baets Keano,1719,0,1,Roos David,2065
13,Dreelinck Jacob,1632,1,0,Maerevoet Tim,1792
14,Kegels Kristof,1896,1,0,Wantiez Fabrice,2229
15,Depauw Christian,2081,1,0,Miulescu Gabriel,1919
16,Roels Frederik,1891,1,0,Maddens Martijn,2079
17,Vanderwaeren Serge,2058,0,1,Aguilar Adriano,1798
18,Khonghaloos Galeh,2056,1,0,Chaillou Thibault,1774
19,Saag Enith Li,1693,0,1,Soubirou Oriane,2020
20,Aglave Arnaud,1997,1,0,Bontemps Cedric,1474
21,Ouaki Mark,1964,1,0,Van Bunderen Gert,1718
22,Rivet Cyrille,1855,0.5,0.5,Ronse Ivan,1932
23,Allaert Dimitri,2168,1,0,Van De Putte Ben,1759
24,Pepermans Jelle,1748,0,1,Stinis Steven,2114
25,Van Hoofstat Tom,2072,1,0,Aguilar Luciano,1663
26,Butzen Robin,1887,0,1,Versyck Dominique,2026
27,De Schouwer Jonas,1771,0,1,Geboers Jimmy,1976
28,Denys Frank,1878,0.5,0.5,Wouters Maarten,1735
29,Parreira Luis Miguel,1715,0,1,Vanmuylder Dany,1863
30,De Reese Elias,1838,1,0,Bernaert Michael,1664
31,Flikweert Henry,1656,0,1,Bertram Johannes,1833
32,Pleska Arijus,1278,0,1,Dorjbajar Amarjargal,1815
33,Mechkor Mohamed,1813,1,0,Wilmots Yentl,1611
34,Veldeman Sieben,1561,1,0,Ramacker Nico,1804
35,De Reymaeker Walter,1787,1,0,Van Steenwinckel Hugo,1554
36,Boncourre Tanguy,1539,0,1,Dgebuadze Marie,1778
37,De Witte Stein,1736,1,0,Dreezen Thomas,0
38,Khonghaloos Zorik,1569,0.5,0.5,Colin Peter,1968
39,Van Overstraeten Frank,1250,0,1,Degraeve Ruben,1619
40,Van De Wynkele Herman,1957,1,0,Cornelis Eric,1565
41,Oostenbach Ronny,1442,0,1,Temmerman Sara,1783
42,Van Quekelberghe Maarten,1302,0,1,Temmerman Sander,1731
43,Ismail Nersin,1689,1,0,Wille Geert,0
44,Laraibi Mahammad Javad,1517,1,0,De Meyere Dirk,1539
45,Fivez Stev,1518,1,0,Sissau Arno,0
46,Van Der Voorde Sonja,1366,0,1,Sohet Cedric,1537
47,Al-Kili Adil Sofia,1157,0,1,Denayer Jarne,0
48,Al-Kili Adil Ines,1112,,,Bye,
