bord,wit,welo,wres,zres,zwart,zelo
1,Dgebuadze Alexandre,2526,0.5,0.5,Alienkin Aleksander,2358
2,Claesen Pieter,2318,1,0,Abolianin Arthur,2375
3,Cools Gorik,2252,0,1,Dardha Daniel,1932
4,Dardha Arben,2218,0,1,Hautot Stephane,2328
5,Kurpnieks Vairis,2047,0,1,Lenaerts Lennert,2303
6,Roos Adrian,2289,0,1,Lejeune Vincent,2054
7,Vanderwaeren Serge,2189,0.5,0.5,Vanobbergh Gregory,2052
8,Roels Frederik,2010,0,1,Boucquet Emile,2157
9,Goormachtigh Johan,2143,1,0,Versyck Dominique,2015
10,Mayr Thomas,2110,1,0,Pleysier Simon,1871
11,Aragones-Melhem Georgy,2026,1,0,Depauw Christian,2078
12,Saligo Luc,2067,0,1,Harutyunyan Axel,1954
13,Lot Diederik,1976,0,1,Wantiez Fabrice,2260
14,Verstraeten Jan,1953,0,1,De Villers Mourad,2123
15,Vanden Bussche Steven,1942,0.5,0.5,Spanoghe Ivan,2090
16,Minet Julien,1919,1,0,Roos David,2079
17,Parreira Luis Miguel,1833,1,0,Devolder Dieter,2058
18,Van De Wynkele Herman,2030,1,0,Riquembourg Julien,1622
19,Huynh Laurent,1890,0.5,0.5,De Block Yordi,1985
20,Solsky Itzhak,1942,0,1,Vanduyfhuys Daria,1488
21,Soubrier Aude,1991,1,0,De True Toon,1767
22,Flamee Dirk,1757,0,1,Vanmuylder Dany,1934
23,Barbier Astrid,1753,0.5,0.5,Atanasiu Nicolae,1926
24,Silvain Thierry,1744,0,1,Van Haelst Raymond,1911
25,Verrijken Geert,1908,0,1,Sohet Cedric,1714
26,Wlogalski Olivier,1668,0,1,Morozova Iuliia,1904
27,Degraeve Ruben,1614,0.5,0.5,Meskens Stephan,1876
28,De Reymaeker Walter,1872,1,0,Akuatse Angel Kaleb,1585
29,De Block Fabio,1855,1,0,Guerit Justin,1564
30,El Ayoubi Said,1574,1,0,Marchal Laurent,1840
31,De True Kwinten,1552,0.5,0.5,Van De Velde Filip,1802
32,De Bosscher Peter,1802,1,0,Vanduyfhuys Igor,1403
33,Kuijpers Domien,1800,0,1,Escribano Illan Juan Carlos,0
34,Cirlig Carmen Cristina,0,0,1,Vennekens Camiel,1786
35,Skowron Jean-Pol,1648,0,1,Taleb Mohamad,0
36,Satti Abdelkader,1772,1,0,Hamers Niels,0
37,Huysman Robert,1458,0,1,Miulescu Gabriel,2007
38,Caudron Meindert,1498,0,1,Duringer Valentin,1830
39,Pletinckx Eddy,1827,1,0,Elinckx Michel,1501
40,D'Hoedt Bob,0,0,1,Terryn Ezra,1800
41,Bultijnck Kristoff,0,1,0,Cornelis Eric,1733
42,Drossart Jonathan,1732,1,0,Souweine Edwige,1022
43,Bertrand Stijn,1634,0,1,Van Haesendonck Robbe,0
44,Smeyers Johan,0,0,1,Van Steenwinckel Hugo,1573
45,Snyers Pieter,1572,1,0,Lerinckx Niels,0
46,Laureys Mats,0,0,1,Licandro Federico,1522
47,Fivez Stev,1518,0,1,Lesschaeve Seppe,0
48,Gulieva Karina,1412,1,0,Bouaouina Ilias,0
49,Anne Philippe,1409,0,1,Beckers Stijn,0
50,Marchal Anais,1401,1,0,Huyghe Felix,0
51,Vanrossum Matthias,0,0,1,Lerinckx Sander,0
