bord,wit,welo,wres,zres,zwart,zelo
1,Hautot Stephane,2328,1,0,Aragones-Melhem Georgy,2026
2,Dgebuadze Alexandre,2526,1,0,Roos Adrian,2289
3,Boucquet Emile,2157,0.5,0.5,Cools Gorik,2252
4,Wantiez Fabrice,2260,0,1,Alienkin Aleksander,2358
5,Goormachtigh Johan,2143,0.5,0.5,Lenaerts Lennert,2303
6,Lot Diederik,1976,1,0,Van De Wynkele Herman,2030
7,Vanderwaeren Serge,2189,1,0,Claesen Pieter,2318
8,Devolder Dieter,2058,1,0,De Villers Mourad,2123
9,De Block Yordi,1985,0,1,Mayr Thomas,2110
10,Spanoghe Ivan,2090,0.5,0.5,Versyck Dominique,2015
11,Escribano Illan Juan Carlos,0,0,1,Depauw Christian,2078
12,Harutyunyan Axel,1954,0,1,Huynh Laurent,1890
13,Roos David,2079,0.5,0.5,Kurpnieks Vairis,2047
14,Miulescu Gabriel,2007,0,1,Dardha Daniel,1932
15,Dardha Arben,2218,1,0,Verrijken Geert,1908
16,Vanduyfhuys Daria,1488,1,0,Saligo Luc,2067
17,Vanobbergh Gregory,2052,1,0,Minet Julien,1919
18,Roels Frederik,2010,1,0,Morozova Iuliia,1904
19,Sohet Cedric,1714,1,0,Verstraeten Jan,1953
20,Degraeve Ruben,1614,0,1,Solsky Itzhak,1942
21,Vanden Bussche Steven,1942,1,0,El Ayoubi Said,1574
22,Vanmuylder Dany,1934,1,0,De Reymaeker Walter,1872
23,Atanasiu Nicolae,1926,0.5,0.5,Flamee Dirk,1757
24,Satti Abdelkader,1772,0,1,Lejeune Vincent,2054
25,Duringer Valentin,1830,0.5,0.5,Soubrier Aude,1991
26,Meskens Stephan,1876,0.5,0.5,Barbier Astrid,1753
27,De Block Fabio,1855,1,0,Caudron Meindert,1498
28,Taleb Mohamad,0,0.5,0.5,Parreira Luis Miguel,1833
29,Van Haelst Raymond,1911,0,1,Wlogalski Olivier,1668
30,Pleysier Simon,1871,1,0,Silvain Thierry,1744
31,Marchal Laurent,1840,0,1,Bertrand Stijn,1634
32,De True Toon,1767,1,0,De Bosscher Peter,1802
33,Terryn Ezra,1800,1,0,Snyers Pieter,1572
34,Akuatse Angel Kaleb,1585,1,0,Kuijpers Domien,1800
35,Vennekens Camiel,1786,0,1,Vanduyfhuys Igor,1403
36,Van De Velde Filip,1802,1,0,Skowron Jean-Pol,1648
37,Cornelis Eric,1733,0,1,De True Kwinten,1552
38,Van Steenwinckel Hugo,1573,0,1,Drossart Jonathan,1732
39,Gulieva Karina,1412,0,1,Riquembourg Julien,1622
40,Beckers Stijn,0,0,1,Pletinckx Eddy,1827
41,Guerit Justin,1564,0.5,0.5,Cirlig Carmen Cristina,0
42,Licandro Federico,1522,1,0,D'Hoedt Bob,0
43,Smeyers Johan,0,0,1,Elinckx Michel,1501
44,Anne Philippe,1409,0,1,Van Haesendonck Robbe,0
45,Bultijnck Kristoff,0,0,1,Fivez Stev,1518
46,Hamers Niels,0,1,0,Marchal Anais,1401
47,Huysman Robert,1458,1,0,Vanrossum Matthias,0
48,Souweine Edwige,1022,1,0,Lerinckx Niels,0
49,Lesschaeve Seppe,0,1,0,Bouaouina Ilias,0
50,Lerinckx Sander,0,1,0,Bye,0
