bord,wit,welo,wres,zres,zwart,zelo
1,Alienkin Aleksander,2358,1,0,Claesen Pieter,2318
2,Dardha Daniel,1932,0,1,Dgebuadze Alexandre,2526
3,Abolianin Arthur,2375,0.5,0.5,Mayr Thomas,2110
4,Hautot Stephane,2328,1,0,Goormachtigh Johan,2143
5,Lenaerts Lennert,2303,1,0,Aragones-Melhem Georgy,2026
6,Lejeune Vincent,2054,0,1,Cools Gorik,2252
7,Boucquet Emile,2157,1,0,Harutyunyan Axel,1954
8,Wantiez Fabrice,2260,1,0,Van De Wynkele Herman,2030
9,Dardha Arben,2218,1,0,Minet Julien,1919
10,Vanduyfhuys Daria,1488,0,1,Vanderwaeren Serge,2189
11,De Villers Mourad,2123,0,1,Parreira Luis Miguel,1833
12,Vanobbergh Gregory,2052,0,1,Saligo Luc,2067
13,Van Haelst Raymond,1911,0,1,Roos Adrian,2289
14,Spanoghe Ivan,2090,0,1,De Reymaeker Walter,1872
15,Depauw Christian,2078,0,1,Huynh Laurent,1890
16,Morozova Iuliia,1904,0,1,Kurpnieks Vairis,2047
17,Versyck Dominique,2015,1,0,De Bosscher Peter,1802
18,Pleysier Simon,1871,0,1,Roels Frederik,2010
19,Vennekens Camiel,1786,1,0,Soubrier Aude,1991
20,De Block Yordi,1985,0.5,0.5,De Block Fabio,1855
21,Sohet Cedric,1714,0,1,Lot Diederik,1976
22,Taleb Mohamad,0,0,1,Vanden Bussche Steven,1942
23,Vanmuylder Dany,1934,1,0,El Ayoubi Said,1574
24,Roos David,2079,1,0,Escribano Illan Juan Carlos,0
25,Devolder Dieter,2058,1,0,Satti Abdelkader,1772
26,Riquembourg Julien,1622,0,1,Verstraeten Jan,1953
27,Atanasiu Nicolae,1926,1,0,Degraeve Ruben,1614
28,Meskens Stephan,1876,0,1,De True Kwinten,1552
29,Van De Velde Filip,1802,0,1,Barbier Astrid,1753
30,Miulescu Gabriel,2007,0.5,0.5,Drossart Jonathan,1732
31,Akuatse Angel Kaleb,1585,0,1,Solsky Itzhak,1942
32,Guerit Justin,1564,0,1,Verrijken Geert,1908
33,Marchal Laurent,1840,1,0,Wlogalski Olivier,1668
34,Duringer Valentin,1830,1,0,Bultijnck Kristoff,0
35,De True Toon,1767,1,0,Pletinckx Eddy,1827
36,Terryn Ezra,1800,1,0,Cirlig Carmen Cristina,0
37,Vanduyfhuys Igor,1403,0,1,Kuijpers Domien,1800
38,Lesschaeve Seppe,0,0,1,Flamee Dirk,1757
39,Van Steenwinckel Hugo,1573,0,1,Silvain Thierry,1744
40,Van Haesendonck Robbe,0,0,1,Snyers Pieter,1572
41,Licandro Federico,1522,0,1,Gulieva Karina,1412
42,Cornelis Eric,1733,0,1,Skowron Jean-Pol,1648
43,Hamers Niels,0,0,1,Bertrand Stijn,1634
44,Smeyers Johan,0,1,0,Fivez Stev,1518
45,Elinckx Michel,1501,1,0,Beckers Stijn,0
46,Lerinckx Niels,0,0,1,Caudron Meindert,1498
47,Huysman Robert,1458,0,1,D'Hoedt Bob,0
48,Bouaouina Ilias,0,0,1,Marchal Anais,1401
49,Souweine Edwige,1022,1,0,Lerinckx Sander,0
50,Anne Philippe,1409,1,0,Laureys Mats,0
51,Huyghe Felix,0,1,0,Vanrossum Matthias,0
