bord,wit,welo,wres,zres,zwart,zelo
1,Geirnaert Steven,2360,0.5,0.5,Dgebuadze Alexandre,2470
2,Zelbel Patrick,2443,0.5,0.5,Clevers Egbert,2254
3,Beukema Stefan,2263,0,1,Cekro Ekrem,2393
4,Docx Stefan,2305,1,0,Macai Ioan,1902
5,Clement Frederic,2164,0,1,Roos Adrian,2285
6,Hautot Stephane,2342,1,0,Soubirou Oriane,2068
7,Dardha Daniel,2321,1,0,Uhoda Philippe,2037
8,Lot Diederik,1988,0,1,Lenaerts Lennert,2314
9,Grigoriou Emmanouil,1922,0,1,Hamblok Roel,2270
10,Dauw Sterre,1984,0,1,De Strycker Nathan,2120
11,Cools Gorik,2276,1,0,Van De Wynkele Herman,2030
12,Van Cappellen Jonas,2191,1,0,Ronse Ivan,2025
13,Roofthoofd Marcel,2119,1,0,Spanoghe Ivan,2013
14,Van Den Bosch Arno,2099,0,1,Godde Matthias,1978
15,Versyck Dominique,2026,0,1,Vanderwaeren Serge,2091
16,Defromont Benjamin,2083,1,0,Verrijken Geert,1909
17,Guion Geoffrey,2014,0,1,Roos David,2076
18,Huynh Laurent,2075,1,0,Minet Julien,1898
19,Denys Frank,1876,0,1,Vanhuyse Nele,2062
20,Ouaki Mark,1719,0,1,Roels Frederik,2043
21,De Block Yordi,1991,0.5,0.5,Dardha Arben,2168
22,Depauw Christian,2065,1,0,Bertrand Stijn,1818
23,De Villers Mourad,2060,0,1,Butzen Robin,1834
24,Ismail Tamer,2038,0,1,Draidi Ahmed,2057
25,Verbist Julien,2049,1,0ff,Ulburghs Piet,1696
26,Decrop Benjamin,2199,1,0,Maerevoet Tim,1765
27,Desinte David,1761,0,1,Anciaux Marc,2103
28,Callier Christophe,2033,1,0,Verheyen Olivier,1749
29,Vennekens Camiel,1746,0,1,Harutyunyan Axel,1983
30,Korte Markus,1981,1,0,Pepermans Jelle,1720
31,Drossart Jonathan,1709,0,1,Miulescu Gabriel,1964
32,Vanlerberghe Eddy,1698,0,1,Verstraeten Jan,1922
33,De Reymaeker Walter,1901,0,1,Chopin Christian,1679
34,Dekker Marvin,1894,0,1,Ojuri Paul,1636
35,Vervaet Bart,1700,0.5,0.5,Van Bunderen Gert,1890
36,Daum Philippe,1691,0,1,Kegels Kristof,1865
37,De Block Fabio,1861,0,1,Gulieva Karina,1429
38,Beukema Constantijn,1557,1,0,Bertram Johannes,1855
39,Micciche Ruben,1445,0,1,Jacobs Michiel,1824
40,De Bosscher Peter,1781,0,1,Dutre Wonder,1227
41,Lefebvre Willy,1523,0,1,Boodts Jeroen,1771
42,Van Hoofstat Tom,2195,1,0,Musabayev Maxim,1300
43,Baselmans Luuk,1943,1,0,Van Campenhoudt Theo,1201
44,Cornelis Eric,1681,0,1,De Blende Nando,1842
45,Dgebuadze Marie,1811,1,0,Heldenbergh Nils,1631
46,Claudon Andreas,1804,1,0,Govoreanu Matei,1058
47,Huysman Robert,1447,0,1,Parreira Luis Miguel,1846
48,Van De Velde Filip,1769,1,0,Malfliet Alexander,1445
49,Silvain Thierry,1728,1,0,Nica Radu-Catalin,1453
50,Heymans Berwout,1703,1,0,Gomez Daniel,1442
51,Abubakirov Khumid,1670,1,0,Musabayeva Diana,1441
52,Pascutto Gian-Carlo,1633,0,1,Abidin Aysajan,1432
53,Van De Craen Piet,1602,0.5,0.5,Anciaux Adrien,1431
54,Palmans Niels,1545,1,0,Lerinckx Niels,1345
55,Steynen Christophe,1293,0,1,Bultijnck Kristoff,1539
56,Oloeriu Calin,1302,1,0,Palazoski Elvir,1525
57,Remue Jan,0,1,0,Deschuyteneer Lucien,1520
58,Cappan Pjotr,1464,1,0,Pauwels Fons,0
59,Vander Voort Patrick,1534,1,0,Celiktas Ayhan,0
60,Celiktas Kaan,0,0,1,Roccazzella Salvatore,1420
61,Van Der Voorde Sonja,1425,1,0,Vanrossum Matthias,0
62,Alves Renato,0,0,1,Laureys Mats,1224
63,Lehaire Philippe,1148,1,0,Lerinckx Sander,0
64,Souweine Edwige,1028,0,1,Pauwels Fien,0
65,Aishajiang Ehsan,0,1,0,Vandevelde Jannes,0
66,Entwistle Alan,1354,0,1,Oloeriu Cezar,0
