bord,wit,welo,wres,zres,zwart,zelo
1,Hautot Stephane,2342,1,0,Zelbel Patrick,2443
2,Beukema Stefan,2263,0.5,0.5,Roos Adrian,2285
3,Soubirou Oriane,2068,0,1,Geirnaert Steven,2360
4,Dardha Daniel,2321,0.5,0.5,Lenaerts Lennert,2314
5,Decrop Benjamin,2199,0,1,Dgebuadze Alexandre,2470
6,Dauw Sterre,1984,1,0,Cekro Ekrem,2393
7,Docx Stefan,2305,0,1,De Strycker Nathan,2120
8,Van Cappellen Jonas,2191,0,1,Clevers Egbert,2254
9,Cools Gorik,2276,1,0,Verbist Julien,2049
10,Hamblok Roel,2270,1,0,Vanhuyse Nele,2062
11,Baselmans Luuk,1943,1,0,Dardha Arben,2168
12,Clement Frederic,2164,0.5,0.5,Ismail Tamer,2038
13,Huynh Laurent,2075,1,0,Vanderwaeren Serge,2091
14,Roofthoofd Marcel,2119,0.5,0.5,Harutyunyan Axel,1983
15,Guion Geoffrey,2014,1,0,Anciaux Marc,2103
16,Defromont Benjamin,2083,0,1,Spanoghe Ivan,2013
17,De Block Yordi,1991,0,1,Roos David,2076
18,Lot Diederik,1988,1,0,Draidi Ahmed,2057
19,Miulescu Gabriel,1964,0,1,Uhoda Philippe,2037
20,Korte Markus,1981,0,1,Van De Wynkele Herman,2030
21,Versyck Dominique,2026,1,0,Godde Matthias,1978
22,Verrijken Geert,1909,1,0,Ronse Ivan,2025
23,Van Hoofstat Tom,2195,1,0,Minet Julien,1898
24,Parreira Luis Miguel,1846,0.5,0.5,Depauw Christian,2065
25,Callier Christophe,2033,0,1,Jacobs Michiel,1824
26,Grigoriou Emmanouil,1922,0.5,0.5,Bertrand Stijn,1818
27,Macai Ioan,1902,1,0,Heldenbergh Nils,1631
28,Ulburghs Piet,1696,0,1,Kegels Kristof,1865
29,Verstraeten Jan,1922,0,1,Verheyen Olivier,1749
30,Vennekens Camiel,1746,0,1,Roels Frederik,2043
31,De Reymaeker Walter,1901,0,1,Ouaki Mark,1719
32,Drossart Jonathan,1709,0,1,Dekker Marvin,1894
33,Denys Frank,1876,1,0,Heymans Berwout,1703
34,De Block Fabio,1861,1,0,Abubakirov Khumid,1670
35,Daum Philippe,1691,0,1,De Blende Nando,1842
36,Palmans Niels,1545,0,1,Claudon Andreas,1804
37,Boodts Jeroen,1771,1,0,Gulieva Karina,1429
38,Van De Velde Filip,1769,0,1,Ojuri Paul,1636
39,Cappan Pjotr,1464,0,1,Maerevoet Tim,1765
40,Van Den Bosch Arno,2099,1,0,Desinte David,1761
41,Vervaet Bart,1700,0,1,De Villers Mourad,2060
42,Van Campenhoudt Theo,1201,0,1,Butzen Robin,1834
43,Dgebuadze Marie,1811,0.5,0.5,Cornelis Eric,1681
44,Beukema Constantijn,1557,0,1,Pepermans Jelle,1720
45,Huysman Robert,1447,0,1,Van Bunderen Gert,1890
46,De Bosscher Peter,1781,0,1,Musabayeva Diana,1441
47,Silvain Thierry,1728,0.5,0.5,Dutre Wonder,1227
48,Vanlerberghe Eddy,1698,1,0,Malfliet Alexander,1445
49,Micciche Ruben,1445,1,0,Chopin Christian,1679
50,Pascutto Gian-Carlo,1633,1,0,Lerinckx Sander,0
51,Govoreanu Matei,1058,0.5,0.5,Bultijnck Kristoff,1539
52,Vander Voort Patrick,1534,0,1,Abidin Aysajan,1432
53,Oloeriu Calin,1302,0,1,Deschuyteneer Lucien,1520
54,Pauwels Fons,0,1,0,Palazoski Elvir,1525
55,Van De Craen Piet,1602,0,1,Gomez Daniel,1442
56,Van Der Voorde Sonja,1425,0.5,0.5,Musabayev Maxim,1300
57,Remue Jan,0,1,0,Celiktas Ayhan,0
58,Steynen Christophe,1293,0,1,Bertram Johannes,1855
59,Lefebvre Willy,1523,1,0,Alves Renato,0
60,Laureys Mats,1224,1,0,Nica Radu-Catalin,1453
61,Lehaire Philippe,1148,0,1,Anciaux Adrien,1431
62,Roccazzella Salvatore,1420,1,0,Pauwels Fien,0
63,Vanrossum Matthias,0,0,1,Celiktas Kaan,0
64,Souweine Edwige,1028,0,1,Aishajiang Ehsan,0
65,Lerinckx Niels,1345,1,0,Entwistle Alan,1354
66,Vandevelde Jannes,0,0,1,Oloeriu Cezar,0
