bord,wit,welo,wres,zres,zwart,zelo
1,Geirnaert Steven,2360,0.5,0.5,Zelbel Patrick,2443
2,Roos Adrian,2285,0.5,0.5,Dgebuadze Alexandre,2470
3,Hautot Stephane,2342,1,0,Cekro Ekrem,2393
4,Dardha Daniel,2321,1,0,Vanderwaeren Serge,2091
5,Van Cappellen Jonas,2191,1,0,Docx Stefan,2305
6,Beukema Stefan,2263,1,0,Clevers Egbert,2254
7,Lenaerts Lennert,2314,1,0,Roos David,2076
8,Hamblok Roel,2270,1,0,Depauw Christian,2065
9,Clement Frederic,2164,1,0,Vanhuyse Nele,2062
10,Verbist Julien,2049,0.5,0.5,De Strycker Nathan,2120
11,Roofthoofd Marcel,2119,0.5,0.5,Draidi Ahmed,2057
12,Macai Ioan,1902,0,1,Soubirou Oriane,2068
13,Cools Gorik,2276,1,0,Ronse Ivan,2025
14,Decrop Benjamin,2199,1,0,Spanoghe Ivan,2013
15,Guion Geoffrey,2014,0,1,Dardha Arben,2168
16,De Block Yordi,1991,1,0,Anciaux Marc,2103
17,Defromont Benjamin,2083,1,0,Harutyunyan Axel,1983
18,Huynh Laurent,2075,1,0,Godde Matthias,1978
19,Dauw Sterre,1984,1,0,Roels Frederik,2043
20,Korte Markus,1981,1,0,Uhoda Philippe,2037
21,Versyck Dominique,2026,0.5,0.5,Jacobs Michiel,1824
22,Kegels Kristof,1865,0,1,Ismail Tamer,2038
23,Grigoriou Emmanouil,1922,1,0,Van Hoofstat Tom,2195
24,De Villers Mourad,2060,0,1,Minet Julien,1898
25,Callier Christophe,2033,0.5,0.5,De Blende Nando,1842
26,Lot Diederik,1988,0.5,0.5,Claudon Andreas,1804
27,Baselmans Luuk,1943,1,0,Butzen Robin,1834
28,Van Den Bosch Arno,2099,0.5,0.5,Verheyen Olivier,1749
29,Vennekens Camiel,1746,0,1,Van De Wynkele Herman,2030
30,Miulescu Gabriel,1964,1,0,Pepermans Jelle,1720
31,Ouaki Mark,1719,0,1,Verstraeten Jan,1922
32,Verrijken Geert,1909,1,0,Ojuri Paul,1636
33,De Reymaeker Walter,1901,1,0,Palmans Niels,1545
34,Dekker Marvin,1894,1,0,Chopin Christian,1679
35,Denys Frank,1876,1,0,Cappan Pjotr,1464
36,Daum Philippe,1691,0,1,De Block Fabio,1861
37,Beukema Constantijn,1557,0.5,0.5,Parreira Luis Miguel,1846
38,Boodts Jeroen,1771,1,0,Abidin Aysajan,1432
39,Van De Velde Filip,1769,1,0,Dutre Wonder,1227
40,Gulieva Karina,1429,0,1,Maerevoet Tim,1765
41,Ulburghs Piet,1696,1,0,Van Bunderen Gert,1890
42,Cornelis Eric,1681,0,1,Bertrand Stijn,1818
43,Van Campenhoudt Theo,1201,0,1,Dgebuadze Marie,1811
44,Vervaet Bart,1700,0,1,Heldenbergh Nils,1631
45,Deschuyteneer Lucien,1520,1,0,Bertram Johannes,1855
46,De Bosscher Peter,1781,1,0,Nica Radu-Catalin,1453
47,Desinte David,1761,0.5,0.5,Gomez Daniel,1442
48,Silvain Thierry,1728,0,1,Malfliet Alexander,1445
49,Oloeriu Calin,1302,0,1,Drossart Jonathan,1709
50,Huysman Robert,1447,0,1,Heymans Berwout,1703
51,Vanlerberghe Eddy,1698,0,1,Musabayeva Diana,1441
52,Abubakirov Khumid,1670,1,0,Musabayev Maxim,1300
53,Van De Craen Piet,1602,0,1,Pauwels Fons,0
54,Micciche Ruben,1445,1,0,Bultijnck Kristoff,1539
55,Remue Jan,0,0.5,0.5,Palazoski Elvir,1525
56,Lefebvre Willy,1523,0,1,Govoreanu Matei,1058
57,Pascutto Gian-Carlo,1633,1,0,Celiktas Ayhan,0
58,Vander Voort Patrick,1534,0.5,0.5,Anciaux Adrien,1431
59,Van Der Voorde Sonja,1425,0.5,0.5,Roccazzella Salvatore,1420
60,Alves Renato,0,1,0,Lerinckx Niels,1345
61,Steynen Christophe,1293,0,1,Lerinckx Sander,0
62,Vanrossum Mathias,0,0,1,Laureys Mats,1224
63,Lehaire Philippe,1148,1,0,Aishajiang Ehsan,0
64,Pauwels Fien,0,1,0,Celiktas Kaan,0
65,Souweine Edwige,1028,0,1,Oloeriu Cezar,0
66,Entwistle Alan,1354,1,0,Vandevelde Jannes,0
