bord,wit,welo,wres,zres,zwart,zelo
1,Dgebuadze Alexandre,2470,1,0,Clevers Egbert,2254
2,Cekro Ekrem,2393,1,0,Van Cappellen Jonas,2191
3,Dardha Arben,2168,0,1,Geirnaert Steven,2360
4,Hautot Stephane,2342,1,0,Clement Frederic,2164
5,Roos David,2076,0,1,Dardha Daniel,2321
6,Roos Adrian,2285,1,0,Soubirou Oriane,2068
7,Vanderwaeren Serge,2091,0.5,0.5,Zelbel Patrick,2443
8,Lenaerts Lennert,2314,1,0,Depauw Christian,2065
9,Uhoda Philippe,2037,0,1,Docx Stefan,2305
10,Hamblok Roel,2270,1,0,Dauw Sterre,1984
11,De Strycker Nathan,2120,1,0,De Villers Mourad,2060
12,Verstraeten Jan,1922,0,1,Beukema Stefan,2263
13,Macai Ioan,1902,1,0,Decrop Benjamin,2199
14,Minet Julien,1898,1,0,Roofthoofd Marcel,2119
15,Anciaux Marc,2103,0,1,Grigoriou Emmanouil,1922
16,Kegels Kristof,1865,0,1,Van Den Bosch Arno,2099
17,Bertram Johannes,1855,0,1,Defromont Benjamin,2083
18,Jacobs Michiel,1824,0,1,Huynh Laurent,2075
19,Vanhuyse Nele,2062,1,0,Verrijken Geert,1909
20,Claudon Andreas,1804,0.5,0.5,Verbist Julien,2049
21,Roels Frederik,2043,1,0,Dekker Marvin,1894
22,Maerevoet Tim,1765,0,1,Ismail Tamer,2038
23,Van De Wynkele Herman,2030,0,1,Denys Frank,1876
24,Ronse Ivan,2025,1,0,De Block Fabio,1861
25,Verheyen Olivier,1749,1,0,Guion Geoffrey,2014
26,Spanoghe Ivan,2013,1,0,Parreira Luis Miguel,1846
27,Lot Diederik,1988,0.5,0.5,Butzen Robin,1834
28,Harutyunyan Axel,1983,0,1,Beukema Constantijn,1557
29,Godde Matthias,1978,1,0,Musabayeva Diana,1441
30,Ouaki Mark,1719,0,1,Miulescu Gabriel,1964
31,Ojuri Paul,1636,1,0,Baselmans Luuk,1943
32,Draidi Ahmed,2057,0,1,Ulburghs Piet,1696
33,Cornelis Eric,1681,1,0,De Block Yordi,1991
34,De Blende Nando,1842,1,0,Van De Craen Piet,1602
35,Gulieva Karina,1429,0,1,Bertrand Stijn,1818
36,Pascutto Gian-Carlo,1633,0,1,Cools Gorik,2276
37,Van Hoofstat Tom,2195,1,0,Palmans Niels,1545
38,Heldenbergh Nils,1631,0,1,Callier Christophe,2033
39,Bultijnck Kristoff,1539,0,1,Versyck Dominique,2026
40,Vander Voort Patrick,1534,0.5,0.5,Korte Markus,1981
41,Palazoski Elvir,1525,0,1,De Reymaeker Walter,1901
42,Van Bunderen Gert,1890,1,0,Lefebvre Willy,1523
43,Deschuyteneer Lucien,1520,0,1,Dgebuadze Marie,1811
44,Cappan Pjotr,1464,1,0,De Bosscher Peter,1781
45,Boodts Jeroen,1771,1,0,Huysman Robert,1447
46,Nica Radu-Catalin,1453,0,1,Van De Velde Filip,1769
47,Malfliet Alexander,1445,0,1,Desinte David,1761
48,Micciche Ruben,1445,1,0,Vennekens Camiel,1746
49,Gomez Daniel,1442,0,1,Silvain Thierry,1728
50,Abidin Aysajan,1432,0,1,Pepermans Jelle,1720
51,Roccazzella Salvatore,1420,0,1,Drossart Jonathan,1709
52,Heymans Berwout,1703,1,0,Anciaux Adrien,1431
53,Lerinckx Sander,0,0,1,Vervaet Bart,1700
54,Vanlerberghe Eddy,1698,1,0,Remue Jan,0
55,Pauwels Fons,0,0,1,Daum Philippe,1691
56,Chopin Christian,1679,0.5,0.5,Celiktas Kaan,0
57,Pauwels Fien,0,0,1,Abubakirov Khumid,1670
58,Van Campenhoudt Theo,1201,1,0,Govoreanu Matei,1058
59,Celiktas Ayhan,0,1,0,Van Der Voorde Sonja,1425
60,Souweine Edwige,1028,1,0,Entwistle Alan,1354
61,Lerinckx Niels,1345,1,0,Lehaire Philippe,1148
62,Oloeriu Cezar,0,0,1,Oloeriu Calin,1302
63,Musabayev Maxim,1300,1,0,Vandevelde Jannes,0
64,Steynen Christophe,1293,1,0,Vanrossum Mathias,0
65,Alves Renato,0,0,1,Dutre Wonder,1227
66,Laureys Mats,1224,1,0,Aishajiang Ehsan,0
