bord,wit,welo,wres,zres,zwart,zelo
1,Beukema Stefan,2263,0.5,0.5,Hautot Stephane,2342
2,Lenaerts Lennert,2314,0,1,Geirnaert Steven,2360
3,Clevers Egbert,2254,1,0,Roos Adrian,2285
4,Dgebuadze Alexandre,2470,1,0,Dardha Daniel,2321
5,Zelbel Patrick,2443,0,1,Dauw Sterre,1984
6,De Strycker Nathan,2120,0.5,0.5,Hamblok Roel,2270
7,Cools Gorik,2276,1,0,Soubirou Oriane,2068
8,Huynh Laurent,2075,0.5,0.5,Baselmans Luuk,1943
9,Cekro Ekrem,2393,1,0,Versyck Dominique,2026
10,Ismail Tamer,2038,0,1,Docx Stefan,2305
11,Uhoda Philippe,2037,0.5,0.5,Decrop Benjamin,2199
12,Van De Wynkele Herman,2030,1,0,Van Cappellen Jonas,2191
13,Guion Geoffrey,2014,0.5,0.5,Clement Frederic,2164
14,Roos David,2076,0,1,Lot Diederik,1988
15,Spanoghe Ivan,2013,0,1,Verbist Julien,2049
16,Vanderwaeren Serge,2091,1,0,Verrijken Geert,1909
17,Harutyunyan Axel,1983,1,0,Van Hoofstat Tom,2195
18,Dardha Arben,2168,0.5,0.5,Macai Ioan,1902
19,Jacobs Michiel,1824,1,0,Roofthoofd Marcel,2119
20,Vanhuyse Nele,2062,0,1,Verheyen Olivier,1749
21,Anciaux Marc,2103,1,0,Kegels Kristof,1865
22,Dekker Marvin,1894,0,1,Defromont Benjamin,2083
23,Claudon Andreas,1804,0,1,Depauw Christian,2065
24,Draidi Ahmed,2057,0,1,Denys Frank,1876
25,Roels Frederik,2043,1,0,De Block Fabio,1861
26,Ronse Ivan,2025,1,0,Parreira Luis Miguel,1846
27,De Blende Nando,1842,0,1,De Block Yordi,1991
28,Bertrand Stijn,1818,0,1,Korte Markus,1981
29,Godde Matthias,1978,0,1,Boodts Jeroen,1771
30,Maerevoet Tim,1765,1,0,Miulescu Gabriel,1964
31,Ouaki Mark,1719,1,0,Grigoriou Emmanouil,1922
32,Minet Julien,1898,1,0,Ojuri Paul,1636
33,Heldenbergh Nils,1631,0.5,0.5,Van Den Bosch Arno,2099
34,De Villers Mourad,2060,1,0,Ulburghs Piet,1696
35,Butzen Robin,1834,1,0,Callier Christophe,2033
36,Verstraeten Jan,1922,1,0,Cornelis Eric,1681
37,Abubakirov Khumid,1670,0,1,De Reymaeker Walter,1901
38,Van Bunderen Gert,1890,1,0,Palmans Niels,1545
39,Dgebuadze Marie,1811,0.5,0.5,Pascutto Gian-Carlo,1633
40,Deschuyteneer Lucien,1520,0,1,Van de Velde Filip,1769
41,Cappan Pjotr,1464,0,1,Vennekens Camiel,1746
42,Pepermans Jelle,1720,1,0,Micciche Ruben,1445
43,Abidin Aysajan,1432,1,0,Drossart Jonathan,1709
44,Heymans Berwout,1703,1,0,Pauwels Fons,0
45,Gulieva Karina,1429,1,0,Vanlerberghe Eddy,1698
46,Musabayeva Diana,1441,1,0,Daum Philippe,1691
47,Desinte David,1761,1,0,Van Campenhoudt Theo,1201
48,Govoreanu Matei,1058,0,1,Silvain Thierry,1728
49,Dutre Wonder,1227,1,0,Vervaet Bart,1700
50,Gomez Daniel,1442,0,1,Beukema Constantijn,1557
51,Bultijnck Kristoff,1539,0,1,Remue Jan,0
52,Bertram Johannes,1855,1,0,Van Der Voorde Sonja,1425
53,Anciaux Adrien,1431,0,1,De Bosscher Peter,1781
54,Chopin Christian,1679,1,0,Roccazzella Salvatore,1420
55,Lerinckx Sander,0,0,1,Vander Voort Patrick,1534
56,Oloeriu Calin,1302,0,1,Lefebvre Willy,1523
57,Musabayev Maxim,1300,1,0,Huysman Robert,1447
58,Malfliet Alexander,1445,1,0,Laureys Mats,1224
59,Aishajiang Ehsan,0,1,0,Van De Craen Piet,1602
60,Celiktas Kaan,0,0.5,0.5,Celiktas Ayhan,0
61,Palazoski Elvir,1525,0.5,0.5,Nica Radu-Catalin,1453
62,Oloeriu Cezar,0,0,1,Lerinckx Niels,1345
63,Alves Renato,0,1,0,Steynen Christophe,1293
64,Entwistle Alan,1354,0,1,Lehaire Philippe,1148
65,Pauwels Fien,0,1,0,Vandevelde Jannes,0
66,Vanrossum Mathias,0,0,1,Souweine Edwige,1028
