bord,wit,welo,wres,zres,zwart,zelo
1,Geirnaert Steven,2360,0,1,Beukema Stefan,2263
2,Hautot Stephane,2342,1,0,Clevers Egbert,2254
3,Dauw Sterre,1984,0,1,Dgebuadze Alexandre,2470
4,Roos Adrian,2285,0,1,De Strycker Nathan,2120
5,Dardha Daniel,2321,1,0,Cools Gorik,2276
6,Verbist Julien,2049,1,0ff,Zelbel Patrick,2443
7,Lot Diederik,1988,0,1,Cekro Ekrem,2393
8,Baselmans Luuk,1943,0.5,0.5,Lenaerts Lennert,2314
9,Docx Stefan,2305,1,0,Huynh Laurent,2075
10,Hamblok Roel,2270,1,0,Van De Wynkele Herman,2030
11,Decrop Benjamin,2199,1,0,Guion Geoffrey,2014
12,Clement Frederic,2164,1,0,Uhoda Philippe,2037
13,Verheyen Olivier,1749,0,1,Vanderwaeren Serge,2091
14,Soubirou Oriane,2068,1,0,Harutyunyan Axel,1983
15,Van Cappellen Jonas,2191,1,0,Jacobs Michiel,1824
16,Korte Markus,1981,0,1,Dardha Arben,2168
17,Macai Ioan,1902,1,0,Anciaux Marc,2103
18,Defromont Benjamin,2083,1,0,Maerevoet Tim,1765
19,Verrijken Geert,1909,0,1,Roos David,2076
20,Depauw Christian,2065,1,0,Minet Julien,1898
21,De Block Yordi,1991,0.5,0.5,Roels Frederik,2043
22,Denys Frank,1876,0,1,Ismail Tamer,2038
23,Versyck Dominique,2026,0,1,Spanoghe Ivan,2013
24,Boodts Jeroen,1771,0,1,Ronse Ivan,2025
25,Roofthoofd Marcel,2119,0,1,Ouaki Mark,1719
26,Van Hoofstat Tom,2195,1,0,De Villers Mourad,2060
27,Kegels Kristof,1865,0,1,Vanhuyse Nele,2062
28,Van Den Bosch Arno,2099,0,1,Butzen Robin,1834
29,Claudon Andreas,1804,0,0ff,Draidi Ahmed,2057
30,Bertrand Stijn,1818,0,1,Godde Matthias,1978
31,Miulescu Gabriel,1964,1,0,Heldenbergh Nils,1631
32,Grigoriou Emmanouil,1922,1,0,Pepermans Jelle,1720
33,Van De Velde Filip,1769,0,1,Verstraeten Jan,1922
34,De Reymaeker Walter,1901,1,0,Heymans Berwout,1703
35,Vennekens Camiel,1746,0,1,Dekker Marvin,1894
36,Ojuri Paul,1636,0,1,Van Bunderen Gert,1890
37,De Block Fabio,1861,0,1,Musabayeva Diana,1441
38,Parreira Luis Miguel,1846,0,1,Abidin Aysajan,1432
39,Gulieva Karina,1429,1,0,De Blende Nando,1842
40,Callier Christophe,2033,1,0,Dutre Wonder,1227
41,Ulburghs Piet,1696,0.5,0.5,Dgebuadze Marie,1811
42,Pascutto Gian-Carlo,1633,0,1,Desinte David,1761
43,Silvain Thierry,1728,1,0,Beukema Constantijn,1557
44,Remue Jan,0,0,1,Bertram Johannes,1855
45,Vander Voort Patrick,1534,0,1,De Bosscher Peter,1781
46,Drossart Jonathan,1709,1,0,Lefebvre Willy,1523
47,Vanlerberghe Eddy,1698,1,0,Deschuyteneer Lucien,1520
48,Daum Philippe,1691,0,1,Cappan Pjotr,1464
49,Cornelis Eric,1681,0.5,0.5,Musabayev Maxim,1300
50,Pauwels Fons,0,0,1,Chopin Christian,1679
51,Micciche Ruben,1445,1,0,Abubakirov Khumid,1670
52,Palmans Niels,1545,0,1,Malfliet Alexander,1445
53,Vervaet Bart,1700,1,0,Govoreanu Matei,1058
54,Van Campenhoudt Theo,1201,0,1,Bultijnck Kristoff,1539
55,Aishajiang Ehsan,0,0,1,Gomez Daniel,1442
56,Laureys Mats,1224,1,0ff,Palazoski Elvir,1525
57,Huysman Robert,1447,1,0,Alves Renato,0
58,Celiktas Ayhan,0,0,1,Anciaux Adrien,1431
59,Van Der Voorde Sonja,1425,0,1,Celiktas Kaan,0
60,Roccazzella Salvatore,1420,1,0,Lerinckx Sander,0
61,Lerinckx Niels,1345,1,0,Pauwels Fien,0
62,Lehaire Philippe,1148,0,1,Oloeriu Calin,1302
63,Van De Craen Piet,1602,0,1,Souweine Edwige,1028
64,Nica Radu-Catalin,1453,0,1ff,Oloeriu Cezar,0
65,Steynen Christophe,1293,1,0,Entwistle Alan,1354
66,Vandevelde Jannes,0,1,0,Vanrossum Mathias,0
