bord,wit,welo,wres,zres,zwart,zelo
1,Dgebuadze Alexandre,2470,1,0,Ismail Tamer,2038
2,Uhoda Philippe,2037,0.5,0.5,Zelbel Patrick,2443
3,Cekro Ekrem,2393,1,0,Callier Christophe,2033
4,Van De Wynkele Herman,2030,0,1,Geirnaert Steven,2360
5,Hautot Stephane,2342,1,0,Versyck Dominique,2026
6,Guion Geoffrey,2014,0,1,Dardha Daniel,2321
7,Lenaerts Lennert,2314,0.5,0.5,Dauw Sterre,1984
8,Spanoghe Ivan,2013,0,1,Docx Stefan,2305
9,Roos Adrian,2285,1,0,Korte Markus,1981
10,Lot Diederik,1988,1,0,Cools Gorik,2276
11,Hamblok Roel,2270,1,0,Miulescu Gabriel,1964
12,Harutyunyan Axel,1983,0,1,Beukema Stefan,2263
13,Clevers Egbert,2254,1,0,Grigoriou Emmanouil,1922
14,Godde Matthias,1978,0,1,Decrop Benjamin,2199
15,Baselmans Luuk,1943,0,1,Van Cappellen Jonas,2191
16,Dardha Arben,2168,1,0,Verrijken Geert,1909
17,Verstraeten Jan,1922,0,1,Clement Frederic,2164
18,De Strycker Nathan,2120,1,0,De Reymaeker Walter,1901
19,Macai Ioan,1902,0,1,Roofthoofd Marcel,2119
20,Anciaux Marc,2103,1,0,Dekker Marvin,1894
21,Minet Julien,1898,0,1,Van Den Bosch Arno,2099
22,Vanderwaeren Serge,2091,1,0,Denys Frank,1876
23,Van Bunderen Gert,1890,0,1,Defromont Benjamin,2083
24,Roos David,2076,1,0,De Block Fabio,1861
25,Bertram Johannes,1855,0,1,Huynh Laurent,2075
26,Soubirou Oriane,2068,1,0,Parreira Luis Miguel,1846
27,De Blende Nando,1842,0.5,0.5,Depauw Christian,2065
28,Vanhuyse Nele,2062,1,0,Butzen Robin,1834
29,Jacobs Michiel,1824,0,1,De Villers Mourad,2060
30,Draidi Ahmed,2057,0.5,0.5,Bertrand Stijn,1818
31,Vervaet Bart,1700,0,1,Verbist Julien,2049
32,Roels Frederik,2043,0,1,Musabayeva Diana,1441
33,Gulieva Karina,1429,1,0,Remue Jan,0
34,Van Hoofstat Tom,2195,0,1,De Block Yordi,1991
35,Ronse Ivan,2025,1,0,Deschuyteneer Lucien,1520
36,Kegels Kristof,1865,1,0,Cappan Pjotr,1464
37,Nica Radu-Catalin,1453,0,1,Dgebuadze Marie,1811
38,Claudon Andreas,1804,1,0,Huysman Robert,1447
39,Malfliet Alexander,1445,0,1,De Bosscher Peter,1781
40,Boodts Jeroen,1771,1,0,Micciche Ruben,1445
41,Gomez Daniel,1442,1,0,Van de Velde Filip,1769
42,Maerevoet Tim,1765,1,0,Abidin Aysajan,1432
43,Roccazzella Salvatore,1420,0,1,Desinte David,1761
44,Verheyen Olivier,1749,1,0,Anciaux Adrien,1431
45,Lerinckx Niels,1345,0,1,Vennekens Camiel,1746
46,Silvain Thierry,1728,1,0,Van Der Voorde Sonja,1425
47,Musabayev Maxim,1300,0,1,Pepermans Jelle,1720
48,Ouaki Mark,1719,1,0,Entwistle Alan,1354
49,Dutre Wonder,1227,0,1,Drossart Jonathan,1709
50,Heymans Berwout,1703,1,0,Oloeriu Calin,1302
51,Vanlerberghe Eddy,1698,1,0,Steynen Christophe,1293
52,Van Campenhoudt Theo,1201,0.5,0.5,Ulburghs Piet,1696
53,Daum Philippe,1691,1,0,Laureys Mats,1224
54,Govoreanu Matei,1058,0.5,0.5,Cornelis Eric,1681
55,Chopin Christian,1679,1,0,Lehaire Philippe,1148
56,Oloeriu Cezar,0,0,1,Abubakirov Khumid,1670
57,Ojuri Paul,1636,1,0,Souweine Edwige,1028
58,Vanrossum Mathias,0,0,1,Pascutto Gian-Carlo,1633
59,Heldenbergh Nils,1631,1,0,Vandevelde Jannes,0
60,Celiktas Ayhan,0,0.5,0.5,Van De Craen Piet,1602
61,Beukema Constantijn,1557,1,0,Alves Renato,0
62,Lerinckx Sander,0,0,1,Palmans Niels,1545
63,Bultijnck Kristoff,1539,1,0,Aishajiang Ehsan,0
64,Pauwels Fons,0,1,0,Vander Voort Patrick,1534
65,Palazoski Elvir,1525,1,0,Celiktas Kaan,0
66,Pauwels Fien,0,0,1,Lefebvre Willy,1523
