bord,wit,welo,wres,zres,zwart,zelo
1,Docx Stefan,2305,0,1,Geirnaert Steven,2360
2,Cekro Ekrem,2393,0,1,Roos Adrian,2285
3,Dgebuadze Alexandre,2470,1,0,Lenaerts Lennert,2314
4,De Strycker Nathan,2120,0,1,Zelbel Patrick,2443
5,Hamblok Roel,2270,0,1,Hautot Stephane,2342
6,Clevers Egbert,2254,0.5,0.5,Dardha Daniel,2321
7,Roos David,2076,1,0,Cools Gorik,2276
8,Godde Matthias,1978,0,1,Beukema Stefan,2263
9,Roels Frederik,2043,0,1,Van Cappellen Jonas,2191
10,Macai Ioan,1902,0.5,0.5,Clement Frederic,2164
11,Vanhuyse Nele,2062,0.5,0.5,Roofthoofd Marcel,2119
12,Vanderwaeren Serge,2091,1,0,Defromont Benjamin,2083
13,Soubirou Oriane,2068,1,0,Huynh Laurent,2075
14,Depauw Christian,2065,1,0,Lot Diederik,1988
15,Draidi Ahmed,2057,1,0,Grigoriou Emmanouil,1922
16,Butzen Robin,1834,0,1,Verbist Julien,2049
17,Uhoda Philippe,2037,0.5,0.5,Dauw Sterre,1984
18,Verstraeten Jan,1922,0,1,Decrop Benjamin,2199
19,Dardha Arben,2168,1,0,Miulescu Gabriel,1964
20,Anciaux Marc,2103,1,0,Verrijken Geert,1909
21,Jacobs Michiel,1824,1,0,Van Den Bosch Arno,2099
22,Minet Julien,1898,0.5,0.5,Callier Christophe,2033
23,Van De Wynkele Herman,2030,0,1,Kegels Kristof,1865
24,Boodts Jeroen,1771,0,1,Versyck Dominique,2026
25,Ronse Ivan,2025,1,0,Beukema Constantijn,1557
26,Chopin Christian,1679,0,1,Guion Geoffrey,2014
27,Spanoghe Ivan,2013,1,0,Denys Frank,1876
28,Ojuri Paul,1636,0,1,De Block Yordi,1991
29,Harutyunyan Axel,1983,1,0,Ouaki Mark,1719
30,Dutre Wonder,1227,0,1,Korte Markus,1981
31,Gulieva Karina,1429,0,1,De Villers Mourad,2060
32,Ulburghs Piet,1696,0,1,Van Hoofstat Tom,2195
33,Bertrand Stijn,1818,0,1,Ismail Tamer,2038
34,Dgebuadze Marie,1811,0,1,Baselmans Luuk,1943
35,Van Bunderen Gert,1890,0,1,Claudon Andreas,1804
36,De Blende Nando,1842,1,0,Vervaet Bart,1700
37,Drossart Jonathan,1709,0,1,De Reymaeker Walter,1901
38,Heymans Berwout,1703,0,1,Dekker Marvin,1894
39,De Block Fabio,1861,1,0,Vanlerberghe Eddy,1698
40,Bertram Johannes,1855,0,1,Daum Philippe,1691
41,Parreira Luis Miguel,1846,1,0,Abubakirov Khumid,1670
42,Palmans Niels,1545,1,0,De Bosscher Peter,1781
43,Bultijnck Kristoff,1539,0,1,Van De Velde Filip,1769
44,Maerevoet Tim,1765,1,0,Lefebvre Willy,1523
45,Cappan Pjotr,1464,1,0,Desinte David,1761
46,Verheyen Olivier,1749,1,0,Micciche Ruben,1445
47,Musabayev Maxim,1300,0,1,Vennekens Camiel,1746
48,Abidin Aysajan,1432,1,0,Silvain Thierry,1728
49,Pepermans Jelle,1720,1,0,Oloeriu Calin,1302
50,Heldenbergh Nils,1631,1,0,Remue Jan,0
51,Anciaux Adrien,1431,0,1,Cornelis Eric,1681
52,Govoreanu Matei,1058,0.5,0.5,Van De Craen Piet,1602
53,Van Campenhoudt Theo,1201,1,0,Vander Voort Patrick,1534
54,Roccazzella Salvatore,1420,0.5,0.5,Pascutto Gian-Carlo,1633
55,Palazoski Elvir,1525,1,0,Van Der Voorde Sonja,1425
56,Lerinckx Niels,1345,0,1,Deschuyteneer Lucien,1520
57,Nica Radu-Catalin,1453,1,0,Steynen Christophe,1293
58,Laureys Mats,1224,0,1,Huysman Robert,1447
59,Malfliet Alexander,1445,1,0,Aishajiang Ehsan,0
60,Gomez Daniel,1442,1,0,Lehaire Philippe,1148
61,Musabayeva Diana,1441,1,0,Pauwels Fien,0
62,Pauwels Fons,0,1,0,Celiktas Kaan,0
63,Celiktas Ayhan,0,1,0,Souweine Edwige,1028
64,Oloeriu Cezar,0,0,1,Vanrossum Matthias,0
65,Vandevelde Jannes,0,0,1,Alves Renato,0
66,Lerinckx Sander,0,1,0,Entwistle Alan,1354
