bord,wit,welo,wres,zres,zwart,zelo
1,Lenaerts Lennert,2334,½,½,Hovhannisyan Mher,2422
2,Dauw Sterre,2281,1,0,Sochacki Wojtek,2280
3,Alienkin Aleksander,2325,1,0,Arcelin Gaël,2120
4,Defromont Benjamin,2271,1,0,Ismail Tamer,2108
5,Goossens Hanne,2153,0,1,Lesueur Gabriel,2195
6,Van Volsem Merlijn,2179,1,0,Dreelinck Jacob,1935
7,Maerevoet Sim,2317,1,0,Victor Julian,2056
8,Barbier Wiebke,2004,0,1,Dreelinck Adriaan,2083
9,Stinis Steven,2074,0,1,Roels Frederik,1940
10,Tuerlinckx Ben,2071,1,0,Moreels Yves,1940
11,Cools Gorik,2159,1,0,Van Hoofstat Tom,1988
12,Roofthoofd Marcel,2149,0,1,Musabayeva Diana,1931
13,Rivet Cyrille,2045,0,1,Beukenhorst Edo,1973
14,Kersemans Aeneas,1557,0,1,Lot Diederik,2042
15,Boodts Jeroen,1757,1,0,Kegels Kristof,1932
16,Docx Stefan,2345,1,0,Denys Frank,1856
17,Van Coppenolle Kurt,2067,1,0,Chaillou Thibault,1815
18,De Baets Branko,1706,1,0,De Vogelaere Robin,1944
19,De Baets Keano,1799,0,1,Harutyunyan Axel,1911
20,Sazonov Fedor,1685,1,0,Verrijken Geert,1906
21,Maerevoet Tim,1878,1,0,De Blende Nando,1780
22,Roelandt Andreas,1870,½,½,Burssens Maya,1319
23,Van Coppenolle Lander,1872,0,1,Versyck Dominique,1980
24,De Witte Stein,1758,0,1,Soubirou Oriane,1959
25,Taleb Mohamad,1799,1,0,Pepermans Jelle,1762
26,Van Wijnendaele Jovanni,1688,0,1,Vanderwaeren Serge,1987
27,Veldeman Sieben,1677,1,0,Vereeken Franky,1938
28,De Bosscher Peter,1650,0,1,Vandenhole Kobe,1924
29,Van De Putte Ben,1777,1,0,Bruggeman Jordi,1595
30,Cappelle Gert-Jan,1644,1,0,De Ceukelaire Gert,1757
31,Gilson Pacôme,1303,0,1,Van Bunderen Gert,1728
32,Musabayev Maxim,1528,1,0,Dekoster Pascal,1711
33,Pauwels Fons,1690,½,½,Ghisa Alexander,1548
34,Wouters Maarten,1719,1,0,De Meyer Nicolas,1435
35,De Clerck Lucas,1606,1,0,Verbeke Basiel,1413
36,Toelen Daan,0,0,1,Bultijnck Kristoff,1485
37,De Meyere Dirk,1457,0,1,Vanrossum Mathias,1129
38,Moser Rafael,1464,1,0,Cornelis Eric,1608
39,Sohet Cédric,1597,1,0,Ghisa Robert,1265
40,Vander Voort Patrick,1467,0,1,Schepens Aron,1493
41,Van Roy Arno,1491,0,1,Ooms Lennert,1215
42,Laureys Mats,1222,1,0,Van Der Voorde Sonja,1346
43,Van Impe Tristan,0,1,0,Huysman Robert,1345
44,Sissau Arno,1475,1,0,Al-Kili Adil Sofia,1012
45,Blykers Jan,1210,1,0,Al-Kili Adil Ines,1096
46,Geraerts Jules,0,0,1,Lot Nathan,0
