bord,wit,welo,wres,zres,zwart,zelo
1,Hovhannisyan Mher,2422,1,0,Stinis Steven,2074
2,Dreelinck Adriaan,2083,½,½,Alienkin Aleksander,2325
3,Maerevoet Sim,2317,1,0,Van Coppenolle Kurt,2067
4,Tuerlinckx Ben,2071,0,1,Dauw Sterre,2281
5,Lot Diederik,2042,½,½,Defromont Benjamin,2271
6,Lesueur Gabriel,2195,1,0,Barbier Wiebke,2004
7,Vandenhole Kobe,1924,0,1,Van Volsem Merlijn,2179
8,Goossens Hanne,2153,0,1,De Baets Keano,1799
9,Arcelin Gaël,2120,1,0,Taleb Mohamad,1799
10,Sazonov Fedor,1685,0,1,Ismail Tamer,2108
11,Sochacki Wojtek,2280,1,0,Docx Stefan,2345
12,Lenaerts Lennert,2334,0,1,Dreelinck Jacob,1935
13,Van Hoofstat Tom,1988,1,0,Beukenhorst Edo,1973
14,Pepermans Jelle,1762,0,1,Cools Gorik,2159
15,De Ceukelaire Gert,1757,0,1,Roofthoofd Marcel,2149
16,Victor Julian,2056,1,0,Boodts Jeroen,1757
17,Dekoster Pascal,1711,0,1,Rivet Cyrille,2045
18,De Bosscher Peter,1650,0,1,Vanderwaeren Serge,1987
19,Versyck Dominique,1980,½,½,Wouters Maarten,1719
20,Soubirou Oriane,1959,1,0,De Baets Branko,1706
21,Cornelis Eric,1608,0,1,De Vogelaere Robin,1944
22,Vereeken Franky,1938,1,0,Van Wijnendaele Jovanni,1688
23,Kegels Kristof,1932,1,0,Veldeman Sieben,1677
24,Degraeve Ruben,1597,0,1,Musabayeva Diana,1931
25,Bruggeman Jordi,1595,1,0,Harutyunyan Axel,1911
26,Verrijken Geert,1906,1,0,Cappelle Gert-Jan,1644
27,Ghisa Alexander,1548,0,1,Maerevoet Tim,1878
28,Van Coppenolle Lander,1872,0,1,De Clerck Lucas,1606
29,Geraerts Jules,0,0,1,Roelandt Andreas,1870
30,Denys Frank,1856,1,0,Sohet Cédric,1597
31,Kersemans Aeneas,1557,0,1,Chaillou Thibault,1815
32,De Blende Nando,1780,1,0,Moser Rafael,1464
33,De Meyer Nicolas,1435,1,0,Van De Putte Ben,1777
34,Roels Frederik,1940,1,0,Burssens Maya,1319
35,Bultijnck Kristoff,1485,0,1,Moreels Yves,1940
36,Verbeke Basiel,1413,0,1,De Witte Stein,1758
37,Van Bunderen Gert,1728,1,0,Musabayev Maxim,1528
38,Pauwels Fons,1690,1,0,Ghisa Robert,1265
39,Schepens Aron,1493,1,0,Ooms Lennert,1215
40,Laureys Mats,1222,0,1,Van Roy Arno,1491
41,Blykers Jan,1210,1,0,Sissau Arno,1475
42,Vander Voort Patrick,1467,1,0,Vanrossum Mathias,1129
43,De Meyere Dirk,1457,1,0,Al-Kili Adil Sofia,1012
44,Al-Kili Adil Ines,1096,0,1,Van Der Voorde Sonja,1346
45,Huysman Robert,1345,1,0,Lot Nathan,0
46,Gilson Pacôme,1303,0,1,Van Impe Tristan,0
47,Toelen Daan,0,,,bye,
