bord,wit,welo,wres,zres,zwart,zelo
1,Hovhannisyan Mher,2422,½,½,Alienkin Aleksander,2325
2,Defromont Benjamin,2271,½,½,Lenaerts Lennert,2334
3,Lesueur Gabriel,2195,0,1,Van Volsem Merlijn,2179
4,Maerevoet Sim,2317,0,1,Dauw Sterre,2281
5,Dreelinck Adriaan,2083,½,½,Tuerlinckx Ben,2071
6,Roels Frederik,1940,0,1,Cools Gorik,2159
7,Sochacki Wojtek,2280,0,1,Lot Diederik,2042
8,Beukenhorst Edo,1973,0,1,Goossens Hanne,2153
9,Arcelin Gaël,2120,1,0,Boodts Jeroen,1757
10,Dreelinck Jacob,1935,1,0,Ismail Tamer,2108
11,Musabayeva Diana,1931,0,1,Docx Stefan,2345
12,Moreels Yves,1940,0,1,Stinis Steven,2074
13,Harutyunyan Axel,1911,0,1,Van Coppenolle Kurt,2067
14,Victor Julian,2056,1,0,Sazonov Fedor,1685
15,Maerevoet Tim,1878,0,1,Barbier Wiebke,2004
16,Van Hoofstat Tom,1988,1,0,De Baets Branko,1706
17,Soubirou Oriane,1959,0,1,Roofthoofd Marcel,2149
18,Burssens Maya,1319,0,1,Rivet Cyrille,2045
19,Versyck Dominique,1980,1,0,Roelandt Andreas,1870
20,Vandenhole Kobe,1924,0,1,Kersemans Aeneas,1557
21,Vanderwaeren Serge,1987,0,1,De Baets Keano,1799
22,De Vogelaere Robin,1944,1,0,Van De Putte Ben,1777
23,Kegels Kristof,1932,1,0,Cappelle Gert-Jan,1644
24,Verrijken Geert,1906,0,1,Musabayev Maxim,1528
25,Denys Frank,1856,0,1,Veldeman Sieben,1677
26,Chaillou Thibault,1815,½,½,De Blende Nando,1780
27,Van Bunderen Gert,1728,1,0,Taleb Mohamad,1799
28,Ghisa Alexander,1548,1,0,Van Coppenolle Lander,1872
29,Pepermans Jelle,1762,1,0,Pauwels Fons,1690
30,Vanrossum Mathias,1129,1,0,De Witte Stein,1758
31,Bultijnck Kristoff,1485,1,0,Wouters Maarten,1719
32,Vereeken Franky,1938,1,0,De Clerck Lucas,1606
33,De Ceukelaire Gert,1757,0,1,Moser Rafael,1464
34,Dekoster Pascal,1711,0,1,Gilson Pacôme,1303
35,Schepens Aron,1493,1,0,Van Wijnendaele Jovanni,1688
36,De Meyer Nicolas,1435,1,0,De Bosscher Peter,1650
37,Ooms Lennert,1215,0,1,Sohet Cédric,1597
38,Bruggeman Jordi,1595,1,0,Laureys Mats,1222
39,Cornelis Eric,1608,1,0,De Meyere Dirk,1457
40,Verbeke Basiel,1413,1,0,Van Roy Arno,1491
41,Ghisa Robert,1265,1,0,Sissau Arno,1475
42,Blykers Jan,1210,0,1,Vander Voort Patrick,1467
43,Lot Nathan,0,1,0,Van Impe Tristan,0
44,Van Der Voorde Sonja,1346,1,0,Huysman Robert,1345
45,Al-Kili Adil Ines,1096,0,1,Toelen Daan,0
46,Al-Kili Adil Sofia,1012,0,1,Geraerts Jules,0
