bord,wit,welo,wres,zres,zwart,zelo
1,Dauw Sterre,2281,0,1,Van Volsem Merlijn,2179
2,Alienkin Aleksander,2325,½,½,Lenaerts Lennert,2334
3,Lesueur Gabriel,2195,0,1,Defromont Benjamin,2271
4,Cools Gorik,2159,0,1,Hovhannisyan Mher,2422
5,Goossens Hanne,2153,0,1,Dreelinck Adriaan,2083
6,Lot Diederik,2042,0,1,Arcelin Gaël,2120
7,Dreelinck Jacob,1935,0,1,Tuerlinckx Ben,2071
8,Docx Stefan,2345,1,0,Victor Julian,2056
9,Barbier Wiebke,2004,0,1,Maerevoet Sim,2317
10,Van Coppenolle Kurt,2067,½,½,Roels Frederik,1940
11,Stinis Steven,2074,0,1,Versyck Dominique,1980
12,Beukenhorst Edo,1973,0,1,Sochacki Wojtek,2280
13,Roofthoofd Marcel,2149,½,½,Van Hoofstat Tom,1988
14,Ismail Tamer,2108,1,0,Musabayeva Diana,1931
15,Boodts Jeroen,1757,1,0,Kersemans Aeneas,1557
16,Rivet Cyrille,2045,1,0,De Vogelaere Robin,1944
17,De Baets Branko,1706,1,0,Moreels Yves,1940
18,Musabayev Maxim,1528,1,0,Kegels Kristof,1932
19,Veldeman Sieben,1677,1,0,Harutyunyan Axel,1911
20,Sazonov Fedor,1685,1,0,Maerevoet Tim,1878
21,De Baets Keano,1799,1,0,Van Bunderen Gert,1728
22,Bultijnck Kristoff,1485,0,1,Soubirou Oriane,1959
23,Roelandt Andreas,1870,1,0,Pepermans Jelle,1762
24,Chaillou Thibault,1815,1,0,Ghisa Alexander,1548
25,De Blende Nando,1780,1,0,Vanrossum Mathias,1129
26,Burssens Maya,1319,0,1,Vanderwaeren Serge,1987
27,Sohet Cédric,1597,1,0,Vereeken Franky,1938
28,Cappelle Gert-Jan,1644,1,0,Vandenhole Kobe,1924
29,Moser Rafael,1464,0,1,Verrijken Geert,1906
30,Gilson Pacôme,1303,0,1,Denys Frank,1856
31,Taleb Mohamad,1799,0,1,Schepens Aron,1493
32,De Meyer Nicolas,1435,0,1,Bruggeman Jordi,1595
33,Van De Putte Ben,1777,0,1,Van Coppenolle Lander,1872
34,De Clerck Lucas,1606,0,1,De Witte Stein,1758
35,Wouters Maarten,1719,0,1,Verbeke Basiel,1413
36,Pauwels Fons,1690,1,0,Toelen Daan,0
37,Ghisa Robert,1265,0,1,De Ceukelaire Gert,1757
38,Ooms Lennert,1215,1,0,Dekoster Pascal,1711
39,Van Wijnendaele Jovanni,1688,1,0,Laureys Mats,1222
40,De Bosscher Peter,1650,1,0,Vander Voort Patrick,1467
41,Lot Nathan,0,0,1,Cornelis Eric,1608
42,De Meyere Dirk,1457,0,1,Sissau Arno,1475
43,Van Roy Arno,1491,0,1,Blykers Jan,1210
44,Geraerts Jules,0,0,1,Van Impe Tristan,0
45,Al-Kili Adil Sofia,1012,0,1,Van Der Voorde Sonja,1346
46,Huysman Robert,1345,1,0,Al-Kili Adil Ines,1096
