bord,wit,welo,wres,zres,zwart,zelo
1,Hovhannisyan Mher,2422,½,½,Maerevoet Sim,2317
2,Defromont Benjamin,2271,½,½,Dauw Sterre,2281
3,Lesueur Gabriel,2195,1,0,Cools Gorik,2159
4,Arcelin Gaël,2120,0,1,Ismail Tamer,2108
5,Lenaerts Lennert,2334,1,0,Van Coppenolle Kurt,2067
6,Sochacki Wojtek,2280,0,1,Goossens Hanne,2153
7,Dreelinck Jacob,1935,1,0,Docx Stefan,2345
8,Van Coppenolle Lander,1872,0,1,Alienkin Aleksander,2325
9,Vanderwaeren Serge,1987,0,1,Van Volsem Merlijn,2179
10,De Vogelaere Robin,1944,0,1,Roofthoofd Marcel,2149
11,Musabayeva Diana,1931,1,0,Stinis Steven,2074
12,Tuerlinckx Ben,2071,1,0,De Baets Keano,1799
13,Victor Julian,2056,1,0,De Baets Branko,1706
14,Boodts Jeroen,1757,1,0,Rivet Cyrille,2045
15,Kersemans Aeneas,1557,1,0,Barbier Wiebke,2004
16,Dreelinck Adriaan,2083,1,0,Beukenhorst Edo,1973
17,De Witte Stein,1758,0,1,Van Hoofstat Tom,1988
18,Soubirou Oriane,1959,½,½,Moreels Yves,1940
19,Roels Frederik,1940,1,0,Veldeman Sieben,1677
20,Vereeken Franky,1938,0,1,Cappelle Gert-Jan,1644
21,Kegels Kristof,1932,1,0,Van Roy Arno,1491
22,De Ceukelaire Gert,1757,0,1,Harutyunyan Axel,1911
23,Verrijken Geert,1906,0,1,Burssens Maya,1319
24,Van Bunderen Gert,1728,0,1,Maerevoet Tim,1878
25,Roelandt Andreas,1870,1,0,Laureys Mats,1222
26,Denys Frank,1856,1,0,Pauwels Fons,1690
27,Van Wijnendaele Jovanni,1688,1,0,Chaillou Thibault,1815
28,Taleb Mohamad,1799,0,1,Sazonov Fedor,1685
29,De Blende Nando,1780,1,0,De Bosscher Peter,1650
30,De Meyer Nicolas,1435,0,1,Versyck Dominique,1980
31,Lot Diederik,2042,1,0,Bultijnck Kristoff,1485
32,Wouters Maarten,1719,1,0,Musabayev Maxim,1528
33,De Meyere Dirk,1457,1,0,De Clerck Lucas,1606
34,Vandenhole Kobe,1924,1,0,Moser Rafael,1464
35,Pepermans Jelle,1762,½,½,Van Der Voorde Sonja,1346
36,Cornelis Eric,1608,0,1,Ghisa Robert,1265
37,Vander Voort Patrick,1467,1,0,Sohet Cédric,1597
38,Huysman Robert,1345,0,1,Bruggeman Jordi,1595
39,Ghisa Alexander,1548,1,0,Ooms Lennert,1215
40,Lot Nathan,0,0,1,Schepens Aron,1493
41,Sissau Arno,1475,0,1,Vanrossum Mathias,1129
42,Toelen Daan,0,0,1,Verbeke Basiel,1413
43,Blykers Jan,1210,0,1,Van De Putte Ben,1777
44,Dekoster Pascal,1711,1,0,Al-Kili Adil Ines,1096
45,Van Impe Tristan,0,1,0,Al-Kili Adil Sofia,1012
46,Geraerts Jules,0,0,1,Gilson Pacôme,1303
