bord,wit,welo,wres,zres,zwart,zelo
1,Van Volsem Merlijn,2179,0,1,Hovhannisyan Mher,2422
2,Ismail Tamer,2108,½,½,Maerevoet Sim,2317
3,Dauw Sterre,2281,1,0,Arcelin Gaël,2120
4,De Baets Keano,1799,0,1,Lesueur Gabriel,2195
5,Alienkin Aleksander,2325,1,0,Lot Diederik,2042
6,Dreelinck Adriaan,2083,0,1,Sochacki Wojtek,2280
7,Defromont Benjamin,2271,1,0,Van Hoofstat Tom,1988
8,Dreelinck Jacob,1935,0,1,Goossens Hanne,2153
9,Cools Gorik,2159,1,0,Vandenhole Kobe,1924
10,Roofthoofd Marcel,2149,1,0,Verrijken Geert,1906
11,Stinis Steven,2074,1,0,Denys Frank,1856
12,Musabayeva Diana,1931,0,1,Tuerlinckx Ben,2071
13,Van Coppenolle Kurt,2067,1,0,De Blende Nando,1780
14,Maerevoet Tim,1878,0,1,Victor Julian,2056
15,Rivet Cyrille,2045,1,0,Sazonov Fedor,1685
16,Barbier Wiebke,2004,1,0,Bruggeman Jordi,1595
17,Vanderwaeren Serge,1987,0,1,De Meyer Nicolas,1435
18,Roelandt Andreas,1870,0,1,Soubirou Oriane,1959
19,De Vogelaere Robin,1944,1,0,Chaillou Thibault,1815
20,Taleb Mohamad,1799,0,1,Vereeken Franky,1938
21,De Clerck Lucas,1606,0,1,Kegels Kristof,1932
22,Docx Stefan,2345,½,½,Roels Frederik,1940
23,Moreels Yves,1940,0,1,Lenaerts Lennert,2334
24,De Witte Stein,1758,0,1,Versyck Dominique,1980
25,Beukenhorst Edo,1973,0,1,Wouters Maarten,1719
26,Harutyunyan Axel,1911,1,0,Degraeve Ruben,1597
27,Sohet Cédric,1597,0,1,Van Coppenolle Lander,1872
28,Van De Putte Ben,1777,0,1,Kersemans Aeneas,1557
29,Moser Rafael,1464,0,1,Pepermans Jelle,1762
30,Van Roy Arno,1491,0,1,De Ceukelaire Gert,1757
31,Boodts Jeroen,1757,1,0,Ghisa Alexander,1548
32,Van Der Voorde Sonja,1346,0,1,Van Bunderen Gert,1728
33,Burssens Maya,1319,1,0,Dekoster Pascal,1711
34,De Baets Branko,1706,1,0,Schepens Aron,1493
35,Van Impe Tristan,0,0,1,Pauwels Fons,1690
36,Van Wijnendaele Jovanni,1688,1,0,Vander Voort Patrick,1467
37,Veldeman Sieben,1677,1,0,De Meyere Dirk,1457
38,Toelen Daan,0,0,1,De Bosscher Peter,1650
39,Cappelle Gert-Jan,1644,1,0,Huysman Robert,1345
40,Blykers Jan,1210,0,1,Cornelis Eric,1608
41,Musabayev Maxim,1528,1,0,Geraerts Jules,0
42,Verbeke Basiel,1413,0,1,Bultijnck Kristoff,1485
43,Sissau Arno,1475,1,0,Al-Kili Adil Ines,1096
44,Ooms Lennert,1215,1,0,Gilson Pacôme,1303
45,Ghisa Robert,1265,1,0,Vanrossum Mathias,1129
46,Al-Kili Adil Sofia,1012,0,1,Laureys Mats,1222
47,Lot Nathan,0,,,bye,
