bord,wit,welo,wres,zres,zwart,zelo
1,Munoz Miguel,2611,0,1,Lenaerts Lennert,2298
2,Cekro Ekrem,2371,1,0,Dardha Daniel,2472
3,Decoster Frederic,2294,0,1,Sukander Irene,2271
4,Dgebuadze Alexandre,2466,1,0,Dardha Arben,2201
5,Iolis Oleg,2043,0,1,Alienkin Aleksander,2407
6,Versyck Dominique,1998,0,1,Hautot Stephane,2352
7,Dauw Sterre,2076,0,1,Cools Gorik,2228
8,Grochal Joey,2268,0,1,Draidi Ahmed,1974
9,Roos Adrian,2302,0.5,0.5,Maddens Martijn,2067
10,Decrop Benjamin,2173,0,1,Roofthoofd Marcel,2062
11,Devolder Dieter,2049,0.5,0.5,Van Vliet Dennis,2135
12,Baselmans Luuk,1969,0,1,Soubirou Oriane,2119
13,De Villers Mourad,2086,1,0,Vanhuyse Nele,2048
14,Kegels Kristof,1858,1,0,Van Dijck Bjarne,2083
15,Minet Julien,1929,0,1,Baselmans Sam,2076
16,Hamblok Roel,2224,1,0,Roos David,2029
17,Faybish Nimrod,1984,0,1,Fayard Alain,2223
18,Lane Samuel,2041,0.5,0.5,Huynh Laurent,2194
19,De Strycker Nathan,2172,1,0,Macai Ioan,1960
20,Lacroix Bruno,2143,0,1,Korte Markus,1933
21,Miulescu Gabriel,1905,1,0,Clark-Foulquier Stephen,2123
22,Van Hoofstat Tom,2119,0.5,0.5,Poelman Geoffrey,1916
23,Vervaet Bart,1693,0,1,Van Kessel Wessel,2097
24,Depauw Christian,2090,1,0,Dekker Marvin,1893
25,Barbier Wim,2084,1,0,Ouaki Mark,1855
26,Moreels Yves,2067,0,1,De Reese Elias,1776
27,Hoffmann Max,2133,1,0,Detienne Stephane,1807
28,Aglave Arnaud,2072,0,1,Verheyen Olivier,1887
29,Vintioen Ben,1885,0.5,0.5,Spaens Kjell,1990
30,Harutyunyan Axel,1990,1,0,Cornil Etienne,1835
31,Lot Diederik,1946,1,0,De Baets Keano,1697
32,Van De Velde Filip,1753,1,0,Moerman Thomas,1943
33,Kuy Yannick,1655,1,0,Denys Frank,1897
34,Vanderwaeren Serge,2115,0.5,0.5,Van De Putte Ben,1743
35,Verrijken Geert,1940,1,0,Van Puyvelde Stijn,1727
36,Romero Reinaldo Herrera,1897,1,0,Aguilar Luciano,1701
37,De Bosscher Peter,1698,0,1,Vasile-Bonciog Cristian,1889
38,Bachir John,1684,0,1,De Reymaeker Walter,1864
39,Vos Rik,1850,0,1,Schoofs Maxim,1646
40,Abubakirov Khumid,1667,0,1,De Jongh Saul,1849
41,Herrygers Rik,1629,0,1,Wlogalski Olivier,1846
42,Polin Giulia,1812,1,0,Burssens Maya,1054
43,Degraeve Ruben,1612,0,1,Barbier Astrid,1792
44,D'Haenens Leon,1582,1,0,Van Bunderen Gert,1781
45,Boodts Jeroen,1781,1,0,Beukema Constantijn,1598
46,Bertram Johannes,1774,0,1,Yoro Samuel,1629
47,Anciaux Adrien,1523,1,0,Aguilar Adriano,1771
48,Dutre Wonder,1293,1,0,De Witte Stein,1756
49,Raptis Filippos,0,1,0,Anciaux Marc,2000
50,Musabayeva Diana,1532,0,1,Fischer Julie,2029
51,Zamparo Sergio,2018,1,0,Van Wijnendaele Jovanni,1671
52,Bauwens Steven,1771,1,0,Dreelinck Jacob,1638
53,Taleb Mohamad,1427,0,1,Boshra Abanoub,1748
54,Drossart Jonathan,1719,1,0,Cornelis Eric,1659
55,Dreelinck Adriaan,1711,1,0,De Vet Sylvin,1565
56,Bontemps Cedric,1435,0,1,Bes Nikolaas,1710
57,Palmans Niels,1528,1,0,Vanden Broeck Jan,1977
58,Oostenbach Ronny,1503,0,1,Willockx Ritsaart,1888
59,Parreira Luis Miguel,1802,1,0,Swaidan Ali,1477
60,Schrevens Simon,1471,1,0,Desinte David,1779
61,Huysman Robert,1408,0,1,Mabille Natacha,1731
62,Silvain Thierry,1709,0,1,Micciche Ruben,1507
63,Pouliart Sander,1241,1,0,Debeuckelaere Alexander,1678
64,Peers Wim,1660,0,1,Palstermans Koen,1489
65,Govoreanu Matei,1087,0,1,De Baets Branko,1634
66,Fernandez Derlis,0,0,1,Skowron Jean-Pol,1622
67,Faybish Benjamin,1543,1,0,Moheeb Maha,0
68,Wouters Maarten,1782,1,0,Van Der Voorde Sonja,1408
69,Aishajiang Ehsan,1213,1,0,Camus Harold,1642
70,Pouleyn Floris,1458,0,1,De Meyere Dirk,1553
71,Hashemi Oshank,0,1,0,Heyerick Anton,1548
72,Silantev Ilia,1322,1,0,Van Droogenbroeck Mats,1226
73,Lerinckx Sander,1321,0.5,0.5,Abidin Aysajan,1684
74,Vandevelde Jannes,1130,0,1,Bultijnck Kristoff,1536
75,Brys Yves,1323,0,1,Haverbeke Jean-Pierre,1476
76,Boustany Georges,1466,1,0,Vanrossum Mathias,1103
77,Smeyers Johan,1368,1,0,Lerinckx Niels,1349
78,Decraene Merlijn,1262,0,1,Teichner Roberto,1323
79,Decraene Lotus,1113,1,0,Beckers Stijn,0
80,Huyghe Felix,0,0,1,Van Overstraeten Frank,1286
81,Laureys Mats,1218,1,0,Souweine Edwige,1091
