bord,wit,welo,wres,zres,zwart,zelo
1,Dardha Arben,2201,0,1,Munoz Miguel,2611
2,Hautot Stephane,2352,0,1,Cekro Ekrem,2371
3,Dardha Daniel,2472,1,0,De Villers Mourad,2086
4,Cools Gorik,2228,0.5,0.5,Dgebuadze Alexandre,2466
5,Lenaerts Lennert,2298,1,0,Baselmans Luuk,1969
6,Soubirou Oriane,2119,0,1,Decoster Frederic,2294
7,Sukander Irene,2271,1,0,Grochal Joey,2268
8,Alienkin Aleksander,2407,1,0,Faybish Nimrod,1984
9,Fayard Alain,2223,0,1,Dauw Sterre,2076
10,Huynh Laurent,2194,0,1,Versyck Dominique,1998
11,Maddens Martijn,2067,0.5,0.5,Decrop Benjamin,2173
12,Iolis Oleg,2043,1,0,De Strycker Nathan,2172
13,Draidi Ahmed,1974,1,0,Depauw Christian,2090
14,Van Dijck Bjarne,2083,0.5,0.5,Minet Julien,1929
15,Ouaki Mark,1855,0,1,Roos Adrian,2302
16,Van Vliet Dennis,2135,1,0,Vintioen Ben,1885
17,Vanhuyse Nele,2048,1,0,Hoffmann Max,2133
18,Roos David,2029,0.5,0.5,Barbier Wim,2084
19,Moerman Thomas,1943,0,1,Baselmans Sam,2076
20,Aglave Arnaud,2072,0,1,Kegels Kristof,1858
21,Roofthoofd Marcel,2062,1,0,Kuy Yannick,1655
22,Cornil Etienne,1835,0,1,Devolder Dieter,2049
23,De Baets Keano,1697,0,1,Hamblok Roel,2224
24,Vasile-Bonciog Cristian,1889,0,1,Lacroix Bruno,2143
25,Clark-Foulquier Stephen,2123,1,0,Vos Rik,1850
26,De Reymaeker Walter,1864,0,1,Van Hoofstat Tom,2119
27,Detienne Stephane,1807,1,0,Vanderwaeren Serge,2115
28,Van Kessel Wessel,2097,1,0,Boodts Jeroen,1781
29,Barbier Astrid,1792,0,1,Moreels Yves,2067
30,Van Bunderen Gert,1781,0,1,Lane Samuel,2041
31,Macai Ioan,1960,1,0,De Bosscher Peter,1698
32,De Reese Elias,1776,1,0,Verrijken Geert,1940
33,Korte Markus,1933,1,0,Degraeve Ruben,1612
34,Poelman Geoffrey,1916,1,0,D'Haenens Leon,1582
35,Yoro Samuel,1629,0,1,Miulescu Gabriel,1905
36,Dekker Marvin,1893,1,0,Anciaux Adrien,1523
37,Fischer Julie,2029,0,1,Vervaet Bart,1693
38,Verheyen Olivier,1887,1,0,Zamparo Sergio,2018
39,Anciaux Marc,2000,0,1,Van De Velde Filip,1753
40,Spaens Kjell,1990,1,0,Dreelinck Adriaan,1711
41,Boshra Abanoub,1748,0,1,Harutyunyan Axel,1990
42,Van Wijnendaele Jovanni,1671,0,1,Lot Diederik,1946
43,Denys Frank,1897,1,0,Musabayeva Diana,1532
44,Schoofs Maxim,1646,0.5,0.5,Romero Reinaldo Herrera,1897
45,De Jongh Saul,1849,1,0,Taleb Mohamad,1427
46,Vanden Broeck Jan,1977,0,1,Abubakirov Khumid,1667
47,Wlogalski Olivier,1846,1,0,Peers Wim,1660
48,De Baets Branko,1634,0,1,Polin Giulia,1812
49,Beukema Constantijn,1598,1,0,Parreira Luis Miguel,1802
50,Desinte David,1779,0,1,Herrygers Rik,1629
51,Palmans Niels,1528,0,1,Bertram Johannes,1774
52,Aguilar Adriano,1771,1,0,Schrevens Simon,1471
53,De Witte Stein,1756,1,0,Faybish Benjamin,1543
54,Micciche Ruben,1507,0,1,Van De Putte Ben,1743
55,Mabille Natacha,1731,0,1,Dutre Wonder,1293
56,Swaidan Ali,1477,0,1,Van Puyvelde Stijn,1727
57,Bontemps Cedric,1435,0.5,0.5,Drossart Jonathan,1719
58,Burssens Maya,1054,1,0,Silvain Thierry,1709
59,Aguilar Luciano,1701,1,0,Govoreanu Matei,1087
60,Moheeb Maha,0,0,1,Bachir John,1684
61,Debeuckelaere Alexander,1678,0,1,Raptis Filippos,0
62,De Vet Sylvin,1565,1,0,Wouters Maarten,1782
63,Heyerick Anton,1548,0,1,Bauwens Steven,1771
64,Bes Nikolaas,1710,1,0,Silantev Ilia,1322
65,Cornelis Eric,1659,1,0,Hashemi Oshank,0
66,Dreelinck Jacob,1638,1,0,Pouleyn Floris,1458
67,Willockx Ritsaart,1888,1,0,Boustany Georges,1466
68,Abidin Aysajan,1684,0,1,Huysman Robert,1408
69,Van Droogenbroeck Mats,1226,0.5,0.5,Camus Harold,1642
70,Skowron Jean-Pol,1622,1,0,Smeyers Johan,1368
71,Bultijnck Kristoff,1536,0,1,Pouliart Sander,1241
72,Teichner Roberto,1323,0,1,Oostenbach Ronny,1503
73,Palstermans Koen,1489,1,0,Vandevelde Jannes,1130
74,Haverbeke Jean-Pierre,1476,0,1,Fernandez Derlis,0
75,Vanrossum Mathias,1103,0,1,De Meyere Dirk,1553
76,Van Der Voorde Sonja,1408,1,0,Decraene Lotus,1113
77,Decraene Merlijn,1262,0,1,Aishajiang Ehsan,1213
78,Beckers Stijn,0,0,1,Lerinckx Sander,1321
79,Lerinckx Niels,1349,1,0,Huyghe Felix,0
80,Souweine Edwige,1091,0,1,Brys Yves,1323
81,Van Overstraeten Frank,1286,1,0,Laureys Mats,1218
