bord,wit,welo,wres,zres,zwart,zelo
1,Munoz Miguel,2611,1,0,Alienkin Aleksander,2407
2,Cekro Ekrem,2371,1,0,Cools Gorik,2228
3,Dgebuadze Alexandre,2466,0,1,Sukander Irene,2271
4,De Villers Mourad,2086,0,1,Lenaerts Lennert,2298
5,Roos Adrian,2302,1,0,Dardha Daniel,2472
6,Soubirou Oriane,2119,0,1,Hautot Stephane,2352
7,Draidi Ahmed,1974,0.5,0.5,Fayard Alain,2223
8,Dardha Arben,2201,0,1,Van Kessel Wessel,2097
9,De Strycker Nathan,2172,1,0,Dauw Sterre,2076
10,Decrop Benjamin,2173,1,0,Baselmans Sam,2076
11,Decoster Frederic,2294,0.5,0.5,Roofthoofd Marcel,2062
12,Iolis Oleg,2043,0,1,Grochal Joey,2268
13,Kegels Kristof,1858,0,1,Huynh Laurent,2194
14,Minet Julien,1929,0,1,Van Vliet Dennis,2135
15,Hoffmann Max,2133,0,1,Baselmans Luuk,1969
16,Depauw Christian,2090,0,1,Verheyen Olivier,1887
17,De Reese Elias,1776,0,1,Van Dijck Bjarne,2083
18,Hamblok Roel,2224,1,0,Ouaki Mark,1855
19,Lacroix Bruno,2143,1,0,Detienne Stephane,1807
20,Vervaet Bart,1693,0,1,Clark-Foulquier Stephen,2123
21,Miulescu Gabriel,1905,0,1,Barbier Wim,2084
22,Vintioen Ben,1885,1,0,Maddens Martijn,2067
23,Devolder Dieter,2049,1,0,Korte Markus,1933
24,Anciaux Adrien,1523,0,1,Roos David,2029
25,Versyck Dominique,1998,1,0,Dekker Marvin,1893
26,Dutre Wonder,1293,0,1,Spaens Kjell,1990
27,Van Hoofstat Tom,2119,1,0,Barbier Astrid,1792
28,Moreels Yves,2067,0,1,Denys Frank,1897
29,Romero Reinaldo Herrera,1897,0,1,Vanhuyse Nele,2048
30,Lane Samuel,2041,0,1,De Jongh Saul,1849
31,Fischer Julie,2029,1,0,Van De Putte Ben,1743
32,Zamparo Sergio,2018,1,0,Cornil Etienne,1835
33,Harutyunyan Axel,1990,1,0,Yoro Samuel,1629
34,Van De Velde Filip,1753,1,0,Lot Diederik,1946
35,Boshra Abanoub,1748,0,1,Moerman Thomas,1943
36,Poelman Geoffrey,1916,1,0,Kuy Yannick,1655
37,Faybish Nimrod,1984,0.5,0.5,Aguilar Adriano,1771
38,Bachir John,1684,0,1,Macai Ioan,1960
39,Verrijken Geert,1940,1,0,Aguilar Luciano,1701
40,Vasile-Bonciog Cristian,1889,1,0,Abubakirov Khumid,1667
41,D'Haenens Leon,1582,0.5,0.5,Willockx Ritsaart,1888
42,Raptis Filippos,0,0,1,De Reymaeker Walter,1864
43,Wlogalski Olivier,1846,0,1,Mabille Natacha,1731
44,Polin Giulia,1812,0.5,0.5,Van Puyvelde Stijn,1727
45,Boodts Jeroen,1781,0,1,Schoofs Maxim,1646
46,Bertram Johannes,1774,1,0,Micciche Ruben,1507
47,Vanderwaeren Serge,2115,1,0,Palstermans Koen,1489
48,Aglave Arnaud,2072,1,0,Bes Nikolaas,1710
49,Degraeve Ruben,1612,0,1,Anciaux Marc,2000
50,Vos Rik,1850,1,0,De Baets Keano,1697
51,Van Wijnendaele Jovanni,1671,0,1,Wouters Maarten,1782
52,Bauwens Steven,1771,1,0,Skowron Jean-Pol,1622
53,Musabayeva Diana,1532,0,1,De Witte Stein,1756
54,Drossart Jonathan,1719,1,0,De Vet Sylvin,1565
55,Dreelinck Adriaan,1711,1,0,Dreelinck Jacob,1638
56,Vanden Broeck Jan,1977,1,0,Taleb Mohamad,1427
57,Parreira Luis Miguel,1802,1,0,Faybish Benjamin,1543
58,Palmans Niels,1528,0,1,Van Bunderen Gert,1781
59,Pouliart Sander,1241,0,1,Desinte David,1779
60,Silvain Thierry,1709,1,0,Beukema Constantijn,1598
61,De Bosscher Peter,1698,1,0,Swaidan Ali,1477
62,Schrevens Simon,1471,1,0,Debeuckelaere Alexander,1678
63,Peers Wim,1660,1,0,Oostenbach Ronny,1503
64,De Baets Branko,1634,1,0,Burssens Maya,1054
65,Herrygers Rik,1629,1,0,Govoreanu Matei,1087
66,Abidin Aysajan,1684,1,0,Silantev Ilia,1322
67,Bontemps Cedric,1435,1,0,Cornelis Eric,1659
68,Hashemi Oshank,0,1,0,Camus Harold,1642
69,De Meyere Dirk,1553,1,0,Van Droogenbroeck Mats,1226
70,Heyerick Anton,1548,1,0,Aishajiang Ehsan,1213
71,Brys Yves,1323,0,1,Bultijnck Kristoff,1536
72,Haverbeke Jean-Pierre,1476,1,0,Lerinckx Niels,1349
73,Laureys Mats,1218,0,1,Boustany Georges,1466
74,Huysman Robert,1408,0,1,Teichner Roberto,1323
75,Moheeb Maha,0,0,1,Smeyers Johan,1368
76,Fernandez Derlis,0,1,0,Pouleyn Floris,1458
77,Decraene Merlijn,1262,1,0,Van Der Voorde Sonja,1408
78,Decraene Lotus,1113,1,0,Lerinckx Sander,1321
79,Vandevelde Jannes,1130,0,1,Van Overstraeten Frank,1286
80,Huyghe Felix,0,1,0,Vanrossum Matthias,1103
81,Beckers Stijn,0,1,0,Souweine Edwige,1091
