bord,wit,welo,wres,zres,zwart,zelo
1,Munoz Miguel,2611,1,0,De Reese Elias,1776
2,Bertram Johannes,1774,0,1,Dardha Daniel,2472
3,Dgebuadze Alexandre,2466,1,0,Aguilar Adriano,1771
4,Bauwens Steven,1771,0,1,Alienkin Aleksander,2407
5,Cekro Ekrem,2371,1,0,De Witte Stein,1756
6,Van De Velde Filip,1753,0,1,Hautot Stephane,2352
7,Roos Adrian,2302,1,0,Boshra Abanoub,1748
8,Van De Putte Ben,1743,0,1,Lenaerts Lennert,2298
9,Decoster Frederic,2294,1,0,Mabille Natacha,1731
10,Van Puyvelde Stijn,1727,0,1,Sukander Irene,2271
11,Grochal Joey,2268,1,0,Drossart Jonathan,1719
12,Dreelinck Adriaan,1711,0,1,Cools Gorik,2228
13,Hamblok Roel,2224,1,0,Bes Nikolaas,1710
14,Silvain Thierry,1709,0,1,Fayard Alain,2223
15,Dardha Arben,2201,1,0,Aguilar Luciano,1701
16,De Bosscher Peter,1698,0,1,Huynh Laurent,2194
17,Decrop Benjamin,2173,1,0,De Baets Keano,1697
18,Vervaet Bart,1693,0,1,De Strycker Nathan,2172
19,Lacroix Bruno,2143,1,0,Abidin Aysajan,1684
20,Bachir John,1684,0,1,Van Vliet Dennis,2135
21,Hoffmann Max,2133,1,0,Debeuckelaere Alexander,1678
22,Van Wijnendaele Jovanni,1671,0,1,Clark-Foulquier Stephen,2123
23,Van Hoofstat Tom,2119,1,0,Abubakirov Khumid,1667
24,Peers Wim,1660,0,1,Soubirou Oriane,2119
25,Vanderwaeren Serge,2115,1,0,Cornelis Eric,1659
26,Kuy Yannick,1655,0,1,Van Kessel Wessel,2097
27,Depauw Christian,2090,1,0,Schoofs Maxim,1646
28,Camus Harold,1642,0,1,De Villers Mourad,2086
29,Barbier Wim,2084,1,0,Dreelinck Jacob,1638
30,De Baets Branko,1634,0,1,Van Dijck Bjarne,2083
31,Herrygers Rik,1629,0,1,Baselmans Sam,2076
32,Dauw Sterre,2076,1,0,Yoro Samuel,1629
33,Aglave Arnaud,2072,1,0,Skowron Jean-Pol,1622
34,Moreels Yves,2067,1,0,Beukema Constantijn,1598
35,Degraeve Ruben,1612,0,1,Maddens Martijn,2067
36,D'Haenens Leon,1582,0,1,Roofthoofd Marcel,2062
37,Devolder Dieter,2049,1,0,De Vet Sylvin,1565
38,De Meyere Dirk,1553,0,1,Vanhuyse Nele,2048
39,Iolis Oleg,2043,1,0,Heyerick Anton,1548
40,Faybish Benjamin,1543,0,1,Lane Samuel,2041
41,Fischer Julie,2029,1,0,Bultijnck Kristoff,1536
42,Musabayeva Diana,1532,0.5,0.5,Roos David,2029
43,Zamparo Sergio,2018,1,0,Palmans Niels,1528
44,Anciaux Adrien,1523,0.5,0.5,Anciaux Marc,2000
45,Versyck Dominique,1998,1,0,Swaidan Ali,1477
46,Micciche Ruben,1507,0,1,Spaens Kjell,1990
47,Harutyunyan Axel,1990,1,0,Oostenbach Ronny,1503
48,Palstermans Koen,1489,0,1,Faybish Nimrod,1984
49,Vanden Broeck Jan,1977,1,0,Haverbeke Jean-Pierre,1476
50,Schrevens Simon,1471,0,1,Draidi Ahmed,1974
51,Baselmans Luuk,1969,1,0,Boustany Georges,1466
52,Pouleyn Floris,1458,0,1,Macai Ioan,1960
53,Lot Diederik,1946,1,0,Bontemps Cedric,1435
54,Taleb Mohamad,1427,0.5,0.5,Moerman Thomas,1943
55,Verrijken Geert,1940,1,0,Huysman Robert,1408
56,Van Der Voorde Sonja,1408,0,1,Korte Markus,1933
57,Minet Julien,1929,1,0,Smeyers Johan,1368
58,Lerinckx Niels,1349,0,1,Poelman Geoffrey,1916
59,Miulescu Gabriel,1905,1,0,Teichner Roberto,1323
60,Brys Yves,1323,0,1,Denys Frank,1897
61,Romero Reinaldo Herrera,1897,1,0,Silantev Ilia,1322
62,Lerinckx Sander,1321,0,1,Dekker Marvin,1893
63,Vasile-Bonciog Cristian,1889,0,1,Dutre Wonder,1293
64,Van Overstraeten Frank,1286,0,1,Willockx Ritsaart,1888
65,Vintioen Ben,1885,1,0,Decraene Merlijn,1262
66,Pouliart Sander,1241,0,1,De Reymaeker Walter,1864
67,Kegels Kristof,1858,1,0,Van Droogenbroeck Mats,1226
68,Laureys Mats,1218,0,1,Ouaki Mark,1855
69,Vos Rik,1850,1,0,Aishajiang Ehsan,1213
70,Vandevelde Jannes,1130,0,1,De Jongh Saul,1849
71,Wlogalski Olivier,1846,1,0,Decraene Lotus,1113
72,Vanrossum Matthias,1103,0,1,Cornil Etienne,1835
73,Polin Giulia,1812,1,0,Souweine Edwige,1091
74,Govoreanu Matei,1087,1,0,Detienne Stephane,1807
75,Parreira Luis Miguel,1802,1,0,Burssens Maya,1054
76,Beckers Stijn,0,0,1,Barbier Astrid,1792
77,Wouters Maarten,1782,1,0,Moheeb Maha,0
78,Huyghe Felix,0,0,1,Van Bunderen Gert,1781
79,Boodts Jeroen,1781,1,0,Hashemi Oshank,0
80,Raptis Filippos,0,0,1,Desinte David,1779
81,Fernandez Derlis,0,Bye
