bord,wit,welo,wres,zres,zwart,zelo
1,Munoz Miguel,2611,0,1,Dgebuadze Alexandre,2466
2,Cekro Ekrem,2371,1,0,De Strycker Nathan,2172
3,Sukander Irene,2271,0,1,Hautot Stephane,2352
4,Huynh Laurent,2194,0,1,Dardha Daniel,2472
5,Decrop Benjamin,2173,0,1,Lenaerts Lennert,2298
6,Hamblok Roel,2224,1,0,Verheyen Olivier,1887
7,Van Kessel Wessel,2097,1,0,Alienkin Aleksander,2407
8,Roos Adrian,2302,0,1,Dauw Sterre,2076
9,Baselmans Luuk,1969,1,0,Cools Gorik,2228
10,Van Vliet Dennis,2135,0,1,Roofthoofd Marcel,2062
11,Roos David,2029,0.5,0.5,Soubirou Oriane,2119
12,Grochal Joey,2268,0,0ff,Van Dijck Bjarne,2083
13,Fischer Julie,2029,0,1,Fayard Alain,2223
14,Lacroix Bruno,2143,1,0,De Jongh Saul,1849
15,Devolder Dieter,2049,0,1,Hoffmann Max,2133
16,Draidi Ahmed,1974,1,0,Clark-Foulquier Stephen,2123
17,Van Hoofstat Tom,2119,0.5,0.5,Spaens Kjell,1990
18,Kegels Kristof,1858,0.5,0.5,Depauw Christian,2090
19,De Villers Mourad,2086,1,0,Van De Velde Filip,1753
20,Decoster Frederic,2294,1,0,Vasile-Bonciog Cristian,1889
21,Dardha Arben,2201,0,0ff,Vintioen Ben,1885
22,Barbier Wim,2084,1,0,De Reymaeker Walter,1864
23,Ouaki Mark,1855,0,1,Baselmans Sam,2076
24,Versyck Dominique,1998,1,0,Schoofs Maxim,1646
25,Dutre Wonder,1293,0,1,Moerman Thomas,1943
26,De Reese Elias,1776,1,0,Korte Markus,1933
27,Miulescu Gabriel,1905,1,0,Anciaux Adrien,1523
28,Vanderwaeren Serge,2115,1,0,Poelman Geoffrey,1916
29,Moreels Yves,2067,0,1,Romero Reinaldo Herrera,1897
30,Vos Rik,1850,1,0,Vanhuyse Nele,2048
31,Lane Samuel,2041,0,1,Denys Frank,1897
32,Zamparo Sergio,2018,1,0,Willockx Ritsaart,1888
33,Harutyunyan Axel,1990,1,0,Detienne Stephane,1807
34,Faybish Nimrod,1984,1,0,Cornil Etienne,1835
35,Lot Diederik,1946,0,1,Boshra Abanoub,1748
36,Verrijken Geert,1940,0,1,Dreelinck Adriaan,1711
37,D'Haenens Leon,1582,0,1,Minet Julien,1929
38,Bertram Johannes,1774,0,1,Maddens Martijn,2067
39,Schrevens Simon,1471,1,0,Macai Ioan,1960
40,Vervaet Bart,1693,0,1,Dekker Marvin,1893
41,Parreira Luis Miguel,1802,1,0,Desinte David,1779
42,Raptis Filippos,0,0,1,Barbier Astrid,1792
43,Silvain Thierry,1709,0,1,Van Bunderen Gert,1781
44,Boodts Jeroen,1781,1,0,Mabille Natacha,1731
45,Bachir John,1684,1,0,Anciaux Marc,2000
46,Aglave Arnaud,2072,1,0,De Baets Keano,1697
47,Polin Giulia,1812,0,1,Micciche Ruben,1507
48,Drossart Jonathan,1719,1,0,Wouters Maarten,1782
49,De Bosscher Peter,1698,0,1,Aguilar Adriano,1771
50,Van Wijnendaele Jovanni,1671,0,1,Bauwens Steven,1771
51,Kuy Yannick,1655,0,0ff,De Witte Stein,1756
52,Bontemps Cedric,1435,0,1,Van De Putte Ben,1743
53,Taleb Mohamad,1427,1,0,Van Puyvelde Stijn,1727
54,Aguilar Luciano,1701,0,1,Yoro Samuel,1629
55,Beukema Constantijn,1598,1,0,Vanden Broeck Jan,1977
56,Heyerick Anton,1548,0,1,Wlogalski Olivier,1846
57,Faybish Benjamin,1543,1,0,Abidin Aysajan,1684
58,Bultijnck Kristoff,1536,1,0,Debeuckelaere Alexander,1678
59,Musabayeva Diana,1532,1,0,Abubakirov Khumid,1667
60,Peers Wim,1660,0,1,Swaidan Ali,1477
61,Dreelinck Jacob,1638,1,0,Oostenbach Ronny,1503
62,De Baets Branko,1634,0,1,Palstermans Koen,1489
63,Teichner Roberto,1323,0,1,Herrygers Rik,1629
64,Govoreanu Matei,1087,1,0,Cornelis Eric,1659
65,Bes Nikolaas,1710,0,1,De Vet Sylvin,1565
66,De Meyere Dirk,1553,1,0,Camus Harold,1642
67,Hashemi Oshank,0,0,1,Skowron Jean-Pol,1622
68,Degraeve Ruben,1612,0.5,0.5,Aishajiang Ehsan,1213
69,Palmans Niels,1528,0,1,Van Droogenbroeck Mats,1226
70,Haverbeke Jean-Pierre,1476,0,1,Pouliart Sander,1241
71,Boustany Georges,1466,1,0,Fernandez Derlis,0
72,Burssens Maya,1054,1,0,Huysman Robert,1408
73,Smeyers Johan,1368,1,0,Laureys Mats,1218
74,Decraene Merlijn,1262,0,1,Pouleyn Floris,1458
75,Silantev Ilia,1322,1,0,Lerinckx Sander,1321
76,Decraene Lotus,1113,1,0,Lerinckx Niels,1349
77,Moheeb Maha,0,0,1,Brys Yves,1323
78,Vandevelde Jannes,1130,0,1,Huyghe Felix,0
79,Van Der Voorde Sonja,1408,0,1,Beckers Stijn,0
80,Souweine Edwige,1091,0,1,Vanrossum Mathias,1103
